ip_id,total_use,EDC,Branch,KPlus,ATM,CDM,CorporateConnect,CR,DR
7743,71,0.0,18.0,39.0,38.0,4.0,0.0,36.0,63.0
7744,110,0.0,5.0,68.0,20.0,0.0,5.0,23.0,76.0
7745,24,0.0,16.0,4.0,50.0,0.0,29.0,33.0,66.0
7746,60,0.0,1.0,78.0,3.0,0.0,16.0,41.0,58.0
7747,22,0.0,36.0,0.0,59.0,0.0,4.0,27.0,72.0
7748,23,0.0,0.0,4.0,60.0,0.0,34.0,30.0,69.0
7749,71,0.0,4.0,66.0,15.0,2.0,11.0,50.0,49.0
775,35,11.0,20.0,22.0,20.0,11.0,14.0,48.0,51.0
7750,25,0.0,20.0,40.0,36.0,4.0,0.0,36.0,64.0
7751,81,0.0,9.0,22.0,55.0,3.0,8.0,37.0,62.0
7752,59,10.0,13.0,33.0,42.0,0.0,0.0,20.0,79.0
7753,28,0.0,0.0,46.0,53.0,0.0,0.0,32.0,67.0
7754,548,0.0,4.0,65.0,22.0,7.0,0.0,56.0,43.0
7755,39,0.0,5.0,23.0,46.0,10.0,15.0,35.0,64.0
7756,69,0.0,5.0,44.0,18.0,26.0,4.0,39.0,60.0
7758,61,0.0,26.0,19.0,42.0,8.0,3.0,42.0,57.0
7759,57,7.0,7.0,26.0,47.0,1.0,10.0,40.0,59.0
776,20,10.0,25.0,35.0,10.0,0.0,20.0,50.0,50.0
7760,57,0.0,7.0,36.0,38.0,3.0,14.0,29.0,70.0
7762,38,5.0,15.0,47.0,31.0,0.0,0.0,23.0,76.0
7763,24,0.0,45.0,4.0,50.0,0.0,0.0,50.0,50.0
7764,38,0.0,5.0,23.0,50.0,7.0,13.0,42.0,57.0
7765,6,0.0,16.0,0.0,66.0,16.0,0.0,66.0,33.0
7766,132,0.0,10.0,49.0,35.0,4.0,0.0,35.0,64.0
7768,36,8.0,27.0,36.0,25.0,2.0,0.0,38.0,61.0
7769,55,0.0,1.0,7.0,74.0,0.0,16.0,38.0,61.0
777,40,15.0,12.0,15.0,17.0,20.0,20.0,62.0,37.0
7770,199,6.0,6.0,60.0,24.0,2.0,0.0,33.0,66.0
7771,63,0.0,0.0,61.0,25.0,12.0,0.0,63.0,36.0
7772,92,3.0,11.0,32.0,44.0,1.0,6.0,32.0,67.0
7773,45,0.0,4.0,24.0,42.0,0.0,28.0,37.0,62.0
7774,76,2.0,3.0,48.0,27.0,6.0,10.0,43.0,56.0
7776,355,3.0,2.0,79.0,9.0,5.0,0.0,52.0,47.0
7777,251,0.0,2.0,62.0,22.0,11.0,0.0,58.0,41.0
7778,19,0.0,0.0,68.0,0.0,0.0,31.0,52.0,47.0
7779,63,0.0,12.0,57.0,14.0,12.0,3.0,30.0,69.0
778,38,7.0,21.0,23.0,21.0,10.0,15.0,63.0,36.0
7780,61,0.0,0.0,44.0,29.0,18.0,8.0,49.0,50.0
7781,14,0.0,42.0,0.0,42.0,0.0,14.0,42.0,57.0
7782,108,2.0,9.0,53.0,28.0,4.0,0.0,23.0,76.0
7783,63,0.0,0.0,50.0,39.0,0.0,9.0,28.0,71.0
7785,33,0.0,12.0,6.0,81.0,0.0,0.0,21.0,78.0
7786,79,0.0,13.0,13.0,43.0,29.0,0.0,48.0,51.0
7787,34,0.0,17.0,44.0,35.0,2.0,0.0,47.0,52.0
7788,30,0.0,30.0,0.0,70.0,0.0,0.0,23.0,76.0
7789,103,11.0,3.0,34.0,33.0,15.0,0.0,31.0,68.0
779,40,12.0,15.0,17.0,25.0,10.0,20.0,50.0,50.0
7790,87,0.0,10.0,43.0,35.0,4.0,5.0,33.0,66.0
7791,44,0.0,2.0,50.0,20.0,11.0,15.0,43.0,56.0
7792,54,0.0,11.0,33.0,55.0,0.0,0.0,20.0,79.0
7793,42,0.0,21.0,19.0,54.0,2.0,2.0,28.0,71.0
7794,53,3.0,11.0,16.0,56.0,11.0,0.0,30.0,69.0
7795,22,0.0,9.0,36.0,31.0,0.0,22.0,40.0,59.0
7797,51,3.0,9.0,47.0,27.0,9.0,1.0,27.0,72.0
7798,126,17.0,0.0,42.0,23.0,9.0,6.0,26.0,73.0
7799,71,0.0,18.0,21.0,57.0,1.0,1.0,19.0,80.0
78,41,17.0,21.0,9.0,21.0,14.0,14.0,43.0,56.0
780,40,5.0,27.0,12.0,15.0,12.0,27.0,47.0,52.0
7801,160,9.0,5.0,62.0,15.0,7.0,0.0,44.0,55.0
7802,14,0.0,0.0,0.0,57.0,0.0,42.0,42.0,57.0
7803,32,3.0,18.0,43.0,31.0,0.0,3.0,25.0,75.0
7804,2,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
7805,43,0.0,27.0,37.0,34.0,0.0,0.0,27.0,72.0
7806,3,0.0,0.0,33.0,66.0,0.0,0.0,66.0,33.0
7807,151,2.0,1.0,53.0,31.0,2.0,7.0,37.0,62.0
7808,12,0.0,91.0,0.0,8.0,0.0,0.0,25.0,75.0
7809,32,0.0,3.0,0.0,78.0,0.0,18.0,25.0,75.0
781,33,9.0,15.0,24.0,12.0,12.0,27.0,54.0,45.0
7810,75,1.0,0.0,37.0,60.0,1.0,0.0,41.0,58.0
7812,23,0.0,34.0,60.0,0.0,0.0,4.0,39.0,60.0
7813,41,0.0,0.0,46.0,26.0,26.0,0.0,31.0,68.0
7814,68,0.0,7.0,38.0,47.0,5.0,1.0,39.0,60.0
7815,49,2.0,2.0,73.0,20.0,2.0,0.0,38.0,61.0
7816,71,2.0,1.0,50.0,30.0,14.0,0.0,47.0,52.0
7817,96,0.0,4.0,27.0,50.0,12.0,6.0,31.0,68.0
7819,56,8.0,1.0,46.0,42.0,0.0,0.0,16.0,83.0
782,39,17.0,10.0,20.0,25.0,7.0,17.0,41.0,58.0
7820,228,1.0,1.0,63.0,28.0,2.0,2.0,40.0,59.0
7821,12,0.0,16.0,16.0,41.0,25.0,0.0,50.0,50.0
7822,54,0.0,0.0,42.0,38.0,0.0,18.0,35.0,64.0
7823,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
7826,33,3.0,0.0,57.0,27.0,12.0,0.0,39.0,60.0
7827,12,0.0,8.0,50.0,25.0,16.0,0.0,75.0,25.0
7828,119,5.0,5.0,58.0,15.0,2.0,12.0,35.0,64.0
7829,55,0.0,0.0,38.0,40.0,1.0,20.0,30.0,69.0
783,37,8.0,16.0,16.0,27.0,10.0,21.0,59.0,40.0
7830,36,0.0,5.0,0.0,61.0,0.0,33.0,36.0,63.0
7831,44,0.0,4.0,68.0,22.0,4.0,0.0,43.0,56.0
7832,62,0.0,6.0,54.0,22.0,16.0,0.0,46.0,53.0
7834,27,0.0,7.0,40.0,18.0,0.0,33.0,37.0,62.0
7835,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
7836,380,0.0,1.0,66.0,30.0,0.0,0.0,61.0,38.0
7837,56,0.0,1.0,69.0,12.0,3.0,12.0,42.0,57.0
7838,86,0.0,4.0,58.0,24.0,4.0,8.0,44.0,55.0
7839,169,1.0,7.0,26.0,34.0,21.0,8.0,46.0,53.0
784,43,13.0,20.0,13.0,25.0,13.0,11.0,48.0,51.0
7840,32,0.0,3.0,43.0,9.0,3.0,40.0,53.0,46.0
7841,17,0.0,0.0,47.0,47.0,5.0,0.0,52.0,47.0
7842,81,0.0,18.0,11.0,53.0,4.0,12.0,39.0,60.0
7843,2,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
7844,21,0.0,52.0,0.0,42.0,0.0,4.0,52.0,47.0
7845,18,0.0,0.0,0.0,72.0,0.0,27.0,27.0,72.0
7846,15,0.0,13.0,13.0,40.0,0.0,33.0,40.0,60.0
7847,23,0.0,30.0,13.0,56.0,0.0,0.0,34.0,65.0
7848,21,0.0,19.0,14.0,52.0,0.0,14.0,38.0,61.0
7849,140,2.0,5.0,57.0,29.0,5.0,0.0,31.0,68.0
785,40,15.0,17.0,10.0,35.0,10.0,12.0,35.0,65.0
7850,191,0.0,2.0,59.0,30.0,7.0,0.0,48.0,51.0
7851,2,0.0,0.0,50.0,0.0,50.0,0.0,50.0,50.0
7852,84,2.0,2.0,47.0,28.0,11.0,7.0,39.0,60.0
7853,82,0.0,7.0,58.0,18.0,14.0,1.0,46.0,53.0
7854,33,0.0,24.0,45.0,24.0,6.0,0.0,51.0,48.0
7855,52,0.0,1.0,55.0,17.0,7.0,17.0,32.0,67.0
7856,39,2.0,30.0,35.0,30.0,0.0,0.0,30.0,69.0
7857,44,2.0,18.0,27.0,45.0,4.0,2.0,25.0,75.0
7858,46,0.0,0.0,65.0,19.0,15.0,0.0,41.0,58.0
7859,153,2.0,2.0,71.0,18.0,4.0,0.0,47.0,52.0
786,38,7.0,23.0,21.0,13.0,13.0,21.0,52.0,47.0
7860,58,0.0,10.0,37.0,51.0,0.0,0.0,32.0,67.0
7862,25,0.0,8.0,4.0,48.0,4.0,36.0,40.0,60.0
7863,109,2.0,0.0,66.0,23.0,6.0,0.0,47.0,52.0
7864,56,0.0,23.0,50.0,16.0,8.0,1.0,42.0,57.0
7865,23,0.0,4.0,52.0,43.0,0.0,0.0,60.0,39.0
7866,49,0.0,12.0,48.0,24.0,14.0,0.0,28.0,71.0
7867,33,0.0,0.0,69.0,9.0,0.0,21.0,48.0,51.0
7868,33,9.0,27.0,9.0,54.0,0.0,0.0,18.0,81.0
7869,33,0.0,45.0,6.0,45.0,3.0,0.0,42.0,57.0
787,41,4.0,24.0,24.0,17.0,4.0,24.0,43.0,56.0
7870,65,0.0,3.0,52.0,29.0,15.0,0.0,40.0,60.0
7871,53,0.0,9.0,16.0,66.0,7.0,0.0,47.0,52.0
7872,49,0.0,26.0,4.0,67.0,2.0,0.0,38.0,61.0
7873,371,0.0,2.0,59.0,32.0,3.0,0.0,48.0,51.0
7874,98,0.0,12.0,46.0,32.0,7.0,1.0,21.0,78.0
7875,68,0.0,4.0,72.0,14.0,0.0,8.0,44.0,55.0
7876,23,0.0,26.0,26.0,47.0,0.0,0.0,30.0,69.0
7877,49,0.0,6.0,40.0,53.0,0.0,0.0,38.0,61.0
7878,34,0.0,5.0,70.0,8.0,14.0,0.0,52.0,47.0
7879,71,4.0,15.0,28.0,40.0,9.0,1.0,29.0,70.0
788,37,2.0,32.0,18.0,24.0,8.0,13.0,59.0,40.0
7880,65,3.0,0.0,24.0,38.0,21.0,12.0,38.0,61.0
7881,56,0.0,12.0,55.0,28.0,3.0,0.0,33.0,66.0
7882,34,0.0,17.0,20.0,52.0,8.0,0.0,32.0,67.0
7883,40,2.0,2.0,25.0,52.0,2.0,15.0,32.0,67.0
7884,49,0.0,28.0,16.0,55.0,0.0,0.0,44.0,55.0
7885,143,1.0,2.0,51.0,13.0,27.0,4.0,43.0,56.0
7886,28,0.0,39.0,0.0,60.0,0.0,0.0,42.0,57.0
7887,12,0.0,50.0,0.0,50.0,0.0,0.0,50.0,50.0
7888,8,0.0,0.0,12.0,87.0,0.0,0.0,50.0,50.0
7889,115,0.0,8.0,59.0,26.0,0.0,3.0,39.0,60.0
789,38,21.0,23.0,15.0,15.0,5.0,18.0,50.0,50.0
7890,73,2.0,6.0,32.0,38.0,19.0,0.0,42.0,57.0
7891,40,0.0,0.0,17.0,65.0,0.0,17.0,60.0,40.0
7892,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
7893,102,2.0,11.0,52.0,31.0,0.0,0.0,46.0,53.0
7894,60,0.0,15.0,40.0,28.0,3.0,13.0,43.0,56.0
7895,16,0.0,6.0,12.0,37.0,0.0,43.0,56.0,43.0
7896,14,0.0,57.0,0.0,42.0,0.0,0.0,57.0,42.0
7897,96,0.0,7.0,58.0,30.0,4.0,0.0,42.0,57.0
7898,49,0.0,18.0,46.0,30.0,4.0,0.0,36.0,63.0
7899,33,0.0,3.0,15.0,60.0,6.0,15.0,51.0,48.0
79,49,6.0,14.0,16.0,26.0,8.0,28.0,46.0,53.0
790,30,13.0,26.0,16.0,20.0,16.0,6.0,53.0,46.0
7900,98,0.0,6.0,62.0,30.0,1.0,0.0,36.0,63.0
7901,141,0.0,2.0,65.0,31.0,0.0,0.0,35.0,64.0
7902,131,3.0,0.0,57.0,25.0,10.0,3.0,40.0,59.0
7903,23,0.0,0.0,73.0,17.0,4.0,4.0,39.0,60.0
7904,140,0.0,2.0,74.0,7.0,10.0,6.0,47.0,52.0
7905,117,1.0,5.0,48.0,18.0,14.0,10.0,47.0,52.0
7906,132,0.0,9.0,61.0,21.0,8.0,0.0,59.0,40.0
7907,235,0.0,5.0,75.0,12.0,4.0,2.0,43.0,56.0
7908,43,0.0,0.0,4.0,67.0,2.0,25.0,34.0,65.0
7909,101,0.0,1.0,65.0,31.0,0.0,0.0,40.0,59.0
791,40,7.0,22.0,20.0,20.0,10.0,20.0,50.0,50.0
7910,35,0.0,17.0,40.0,42.0,0.0,0.0,31.0,68.0
7911,12,0.0,0.0,58.0,33.0,8.0,0.0,58.0,41.0
7912,20,0.0,25.0,0.0,75.0,0.0,0.0,25.0,75.0
7913,78,1.0,6.0,24.0,53.0,3.0,10.0,41.0,58.0
7915,37,0.0,8.0,67.0,21.0,2.0,0.0,48.0,51.0
7916,56,5.0,17.0,44.0,30.0,0.0,1.0,42.0,57.0
7917,16,0.0,0.0,37.0,25.0,0.0,37.0,37.0,62.0
7918,42,0.0,16.0,35.0,42.0,4.0,0.0,28.0,71.0
7919,26,0.0,30.0,0.0,65.0,0.0,3.0,30.0,69.0
792,38,15.0,23.0,21.0,10.0,7.0,21.0,50.0,50.0
7920,2,0.0,0.0,50.0,50.0,0.0,0.0,0.0,100.0
7921,34,0.0,2.0,17.0,64.0,0.0,14.0,32.0,67.0
7922,129,2.0,6.0,54.0,31.0,5.0,0.0,40.0,59.0
7923,41,0.0,0.0,29.0,46.0,0.0,24.0,29.0,70.0
7924,61,0.0,9.0,32.0,49.0,8.0,0.0,31.0,68.0
7925,35,0.0,5.0,11.0,48.0,14.0,20.0,51.0,48.0
7926,67,0.0,19.0,4.0,67.0,0.0,8.0,34.0,65.0
7927,224,0.0,16.0,58.0,21.0,0.0,2.0,43.0,56.0
7928,53,11.0,1.0,20.0,43.0,9.0,13.0,30.0,69.0
7929,21,0.0,0.0,0.0,57.0,0.0,42.0,42.0,57.0
793,52,9.0,17.0,23.0,19.0,13.0,17.0,55.0,44.0
7930,8,0.0,0.0,12.0,87.0,0.0,0.0,62.0,37.0
7931,42,0.0,2.0,33.0,52.0,0.0,11.0,23.0,76.0
7932,47,0.0,2.0,2.0,76.0,0.0,19.0,27.0,72.0
7933,24,0.0,0.0,16.0,54.0,0.0,29.0,58.0,41.0
7934,51,5.0,17.0,29.0,47.0,0.0,0.0,23.0,76.0
7935,107,0.0,6.0,63.0,26.0,2.0,0.0,46.0,53.0
7936,63,0.0,0.0,41.0,49.0,1.0,7.0,53.0,46.0
7938,319,1.0,1.0,49.0,23.0,24.0,0.0,57.0,42.0
7939,34,0.0,0.0,73.0,20.0,5.0,0.0,20.0,79.0
794,35,5.0,31.0,22.0,17.0,2.0,20.0,51.0,48.0
7940,43,0.0,0.0,39.0,41.0,18.0,0.0,32.0,67.0
7941,59,0.0,5.0,30.0,59.0,3.0,1.0,30.0,69.0
7942,69,8.0,1.0,49.0,36.0,4.0,0.0,42.0,57.0
7943,62,0.0,1.0,48.0,35.0,3.0,11.0,33.0,66.0
7944,148,8.0,11.0,50.0,22.0,5.0,1.0,39.0,60.0
7945,41,0.0,0.0,53.0,31.0,0.0,14.0,39.0,60.0
7946,2,0.0,100.0,0.0,0.0,0.0,0.0,50.0,50.0
7947,52,1.0,1.0,50.0,46.0,0.0,0.0,40.0,59.0
7948,66,0.0,1.0,43.0,45.0,1.0,7.0,50.0,50.0
7949,166,0.0,3.0,66.0,27.0,1.0,0.0,51.0,48.0
795,40,15.0,15.0,17.0,20.0,10.0,22.0,50.0,50.0
7950,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
7951,40,0.0,17.0,5.0,70.0,2.0,5.0,22.0,77.0
7952,91,19.0,13.0,17.0,41.0,4.0,3.0,24.0,75.0
7953,56,0.0,10.0,46.0,39.0,0.0,3.0,26.0,73.0
7954,60,0.0,1.0,35.0,43.0,10.0,10.0,36.0,63.0
7955,24,0.0,25.0,0.0,75.0,0.0,0.0,25.0,75.0
7956,123,0.0,9.0,54.0,28.0,5.0,1.0,45.0,54.0
7957,23,0.0,4.0,0.0,60.0,0.0,34.0,39.0,60.0
7958,13,0.0,7.0,46.0,38.0,7.0,0.0,53.0,46.0
7959,71,0.0,7.0,35.0,46.0,4.0,7.0,32.0,67.0
796,33,15.0,12.0,18.0,9.0,9.0,36.0,39.0,60.0
7960,28,0.0,0.0,3.0,64.0,7.0,25.0,35.0,64.0
7961,163,0.0,15.0,33.0,46.0,5.0,0.0,52.0,47.0
7962,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
7963,326,0.0,33.0,43.0,14.0,1.0,7.0,55.0,44.0
7964,66,12.0,10.0,31.0,39.0,4.0,1.0,19.0,80.0
7966,16,0.0,6.0,6.0,75.0,12.0,0.0,31.0,68.0
7967,51,0.0,1.0,50.0,33.0,1.0,11.0,39.0,60.0
7968,80,1.0,8.0,45.0,41.0,1.0,2.0,40.0,60.0
7969,112,0.0,2.0,60.0,21.0,6.0,8.0,40.0,59.0
797,46,13.0,15.0,26.0,21.0,8.0,15.0,41.0,58.0
7970,102,0.0,0.0,53.0,45.0,0.0,0.0,36.0,63.0
7971,40,2.0,17.0,25.0,37.0,15.0,2.0,50.0,50.0
7972,34,0.0,17.0,5.0,67.0,0.0,8.0,32.0,67.0
7973,27,0.0,18.0,7.0,74.0,0.0,0.0,25.0,74.0
7974,73,0.0,20.0,19.0,56.0,4.0,0.0,30.0,69.0
7975,78,0.0,10.0,43.0,33.0,12.0,0.0,46.0,53.0
7976,360,0.0,0.0,58.0,23.0,17.0,0.0,44.0,55.0
7977,37,0.0,16.0,27.0,54.0,2.0,0.0,21.0,78.0
7978,33,0.0,0.0,15.0,45.0,12.0,27.0,54.0,45.0
7979,1,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
798,33,15.0,18.0,18.0,15.0,3.0,30.0,36.0,63.0
7980,89,0.0,0.0,47.0,42.0,1.0,8.0,31.0,68.0
7981,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
7982,17,0.0,23.0,5.0,64.0,0.0,5.0,29.0,70.0
7983,91,0.0,5.0,52.0,17.0,10.0,13.0,40.0,59.0
7984,80,0.0,11.0,48.0,36.0,3.0,0.0,31.0,68.0
7986,37,0.0,0.0,59.0,21.0,0.0,18.0,21.0,78.0
7987,80,16.0,6.0,37.0,22.0,17.0,0.0,37.0,62.0
7988,79,0.0,7.0,34.0,37.0,20.0,0.0,41.0,58.0
7989,15,0.0,0.0,66.0,26.0,6.0,0.0,40.0,60.0
799,36,8.0,16.0,11.0,27.0,13.0,22.0,50.0,50.0
7990,33,0.0,0.0,45.0,39.0,0.0,15.0,27.0,72.0
7991,86,0.0,1.0,41.0,46.0,9.0,1.0,30.0,69.0
7992,82,10.0,14.0,30.0,30.0,6.0,7.0,37.0,62.0
7993,100,1.0,8.0,57.0,30.0,2.0,2.0,46.0,54.0
7994,70,15.0,4.0,55.0,20.0,4.0,0.0,30.0,70.0
7995,215,0.0,6.0,56.0,33.0,4.0,0.0,44.0,55.0
7996,13,0.0,46.0,0.0,46.0,7.0,0.0,53.0,46.0
7997,72,16.0,4.0,22.0,55.0,1.0,0.0,18.0,81.0
7998,27,0.0,33.0,51.0,14.0,0.0,0.0,40.0,59.0
7999,20,0.0,0.0,35.0,35.0,0.0,30.0,45.0,55.0
8,36,11.0,22.0,19.0,16.0,11.0,19.0,50.0,50.0
80,33,9.0,27.0,18.0,21.0,18.0,6.0,45.0,54.0
800,51,5.0,23.0,17.0,25.0,1.0,25.0,50.0,49.0
8000,13,7.0,0.0,15.0,76.0,0.0,0.0,30.0,69.0
8001,58,0.0,0.0,48.0,32.0,5.0,13.0,43.0,56.0
8002,81,0.0,9.0,38.0,38.0,6.0,7.0,37.0,62.0
8003,30,0.0,10.0,10.0,60.0,0.0,20.0,40.0,60.0
8004,116,0.0,5.0,51.0,37.0,5.0,0.0,45.0,54.0
8005,19,0.0,42.0,5.0,42.0,10.0,0.0,47.0,52.0
8006,41,0.0,0.0,7.0,68.0,2.0,21.0,31.0,68.0
8007,216,0.0,2.0,60.0,24.0,6.0,6.0,35.0,64.0
8008,66,4.0,6.0,36.0,37.0,3.0,12.0,30.0,69.0
8009,46,0.0,15.0,13.0,58.0,10.0,2.0,45.0,54.0
801,24,8.0,12.0,20.0,25.0,4.0,29.0,41.0,58.0
8010,11,0.0,18.0,0.0,63.0,18.0,0.0,45.0,54.0
8011,18,0.0,0.0,5.0,55.0,0.0,38.0,44.0,55.0
8012,30,0.0,0.0,0.0,70.0,13.0,16.0,30.0,70.0
8013,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
8014,99,1.0,7.0,48.0,23.0,13.0,7.0,37.0,62.0
8015,31,0.0,0.0,25.0,54.0,0.0,19.0,29.0,70.0
8017,84,0.0,0.0,45.0,40.0,5.0,8.0,36.0,63.0
8018,21,0.0,42.0,0.0,57.0,0.0,0.0,42.0,57.0
8019,42,2.0,0.0,45.0,42.0,9.0,0.0,28.0,71.0
802,35,14.0,14.0,17.0,22.0,11.0,20.0,54.0,45.0
8021,331,0.0,6.0,45.0,47.0,0.0,0.0,61.0,38.0
8022,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
8023,48,0.0,0.0,45.0,37.0,0.0,16.0,50.0,50.0
8024,81,0.0,3.0,69.0,27.0,0.0,0.0,45.0,54.0
8025,253,2.0,10.0,53.0,15.0,17.0,0.0,51.0,48.0
8026,173,0.0,4.0,65.0,23.0,5.0,0.0,49.0,50.0
8027,8,0.0,12.0,12.0,62.0,12.0,0.0,12.0,87.0
8028,28,0.0,7.0,10.0,53.0,3.0,25.0,32.0,67.0
8029,21,0.0,28.0,0.0,42.0,0.0,28.0,33.0,66.0
803,33,9.0,15.0,18.0,30.0,15.0,12.0,63.0,36.0
8030,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
8031,71,0.0,0.0,60.0,26.0,1.0,11.0,36.0,63.0
8032,27,0.0,22.0,7.0,66.0,0.0,3.0,25.0,74.0
8033,23,0.0,4.0,0.0,78.0,0.0,17.0,21.0,78.0
8034,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
8036,54,0.0,0.0,40.0,44.0,5.0,9.0,55.0,44.0
8037,50,0.0,24.0,38.0,36.0,2.0,0.0,46.0,54.0
8038,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
8039,220,1.0,5.0,79.0,10.0,3.0,0.0,53.0,46.0
804,32,18.0,31.0,12.0,21.0,9.0,6.0,53.0,46.0
8040,118,0.0,27.0,44.0,22.0,5.0,0.0,42.0,57.0
8041,28,0.0,21.0,64.0,10.0,3.0,0.0,42.0,57.0
8042,21,0.0,33.0,9.0,57.0,0.0,0.0,42.0,57.0
8043,22,0.0,0.0,4.0,50.0,0.0,45.0,45.0,54.0
8044,139,0.0,20.0,52.0,22.0,5.0,0.0,38.0,61.0
8045,34,0.0,17.0,29.0,41.0,8.0,2.0,32.0,67.0
8046,251,3.0,4.0,56.0,22.0,12.0,0.0,50.0,49.0
8047,30,0.0,3.0,20.0,50.0,0.0,26.0,26.0,73.0
8048,60,0.0,3.0,31.0,65.0,0.0,0.0,41.0,58.0
805,45,13.0,8.0,20.0,22.0,13.0,22.0,46.0,53.0
8050,22,0.0,54.0,9.0,18.0,13.0,4.0,63.0,36.0
8051,72,0.0,13.0,54.0,22.0,9.0,0.0,41.0,58.0
8052,30,0.0,10.0,13.0,53.0,3.0,20.0,56.0,43.0
8054,82,0.0,2.0,68.0,17.0,12.0,0.0,31.0,68.0
8055,20,0.0,0.0,0.0,75.0,0.0,25.0,25.0,75.0
8057,70,0.0,14.0,40.0,42.0,2.0,0.0,40.0,60.0
8059,67,2.0,4.0,41.0,35.0,5.0,8.0,38.0,61.0
806,42,11.0,23.0,11.0,16.0,11.0,23.0,54.0,45.0
8060,121,0.0,7.0,57.0,20.0,4.0,8.0,34.0,65.0
8062,23,0.0,17.0,17.0,60.0,4.0,0.0,43.0,56.0
8063,51,0.0,15.0,33.0,50.0,0.0,0.0,39.0,60.0
8064,34,0.0,17.0,0.0,79.0,0.0,2.0,20.0,79.0
8065,146,0.0,2.0,54.0,35.0,2.0,6.0,46.0,53.0
8066,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
8067,53,11.0,1.0,30.0,43.0,0.0,13.0,16.0,83.0
8068,110,11.0,11.0,35.0,33.0,5.0,1.0,25.0,74.0
8069,48,0.0,0.0,33.0,52.0,2.0,12.0,31.0,68.0
807,40,17.0,17.0,20.0,22.0,7.0,15.0,52.0,47.0
8071,58,0.0,1.0,75.0,22.0,0.0,0.0,60.0,39.0
8072,159,13.0,3.0,46.0,32.0,1.0,3.0,33.0,66.0
8073,29,0.0,10.0,65.0,10.0,13.0,0.0,44.0,55.0
8074,20,0.0,0.0,0.0,45.0,0.0,55.0,50.0,50.0
8075,27,0.0,0.0,40.0,14.0,0.0,44.0,55.0,44.0
8076,186,0.0,1.0,81.0,9.0,8.0,0.0,50.0,49.0
8078,17,0.0,58.0,0.0,41.0,0.0,0.0,58.0,41.0
8079,58,0.0,5.0,46.0,37.0,3.0,6.0,48.0,51.0
808,27,25.0,7.0,11.0,7.0,22.0,25.0,29.0,70.0
8080,33,0.0,0.0,30.0,48.0,21.0,0.0,51.0,48.0
8081,28,0.0,0.0,17.0,57.0,0.0,25.0,42.0,57.0
8082,13,0.0,0.0,15.0,46.0,0.0,38.0,46.0,53.0
8083,47,0.0,21.0,31.0,42.0,0.0,4.0,25.0,74.0
8084,17,0.0,35.0,0.0,47.0,17.0,0.0,52.0,47.0
8085,104,0.0,2.0,66.0,19.0,3.0,7.0,53.0,46.0
8086,19,0.0,0.0,0.0,47.0,0.0,52.0,52.0,47.0
8087,47,0.0,0.0,42.0,42.0,2.0,12.0,31.0,68.0
8088,54,0.0,0.0,68.0,7.0,1.0,22.0,35.0,64.0
8089,46,0.0,15.0,26.0,58.0,0.0,0.0,34.0,65.0
809,39,2.0,10.0,28.0,20.0,7.0,30.0,35.0,64.0
8091,18,0.0,16.0,16.0,33.0,0.0,33.0,50.0,50.0
8092,3,0.0,0.0,66.0,33.0,0.0,0.0,66.0,33.0
8093,23,0.0,4.0,0.0,47.0,0.0,47.0,52.0,47.0
8094,116,0.0,12.0,51.0,26.0,6.0,3.0,37.0,62.0
8095,33,0.0,0.0,36.0,60.0,3.0,0.0,57.0,42.0
8096,72,0.0,13.0,73.0,11.0,0.0,1.0,41.0,58.0
8097,46,0.0,4.0,26.0,54.0,0.0,15.0,45.0,54.0
8098,149,1.0,12.0,52.0,29.0,3.0,0.0,47.0,52.0
81,46,6.0,21.0,15.0,17.0,17.0,21.0,54.0,45.0
810,33,18.0,15.0,21.0,15.0,3.0,27.0,33.0,66.0
8100,27,0.0,0.0,0.0,62.0,0.0,37.0,33.0,66.0
8101,10,0.0,0.0,50.0,50.0,0.0,0.0,50.0,50.0
8102,35,0.0,22.0,28.0,48.0,0.0,0.0,51.0,48.0
8103,59,16.0,8.0,44.0,18.0,11.0,0.0,44.0,55.0
8104,19,0.0,31.0,10.0,47.0,5.0,5.0,36.0,63.0
8105,5,0.0,0.0,80.0,0.0,0.0,20.0,20.0,80.0
8106,36,0.0,8.0,69.0,19.0,0.0,2.0,47.0,52.0
8107,18,0.0,5.0,0.0,66.0,0.0,27.0,38.0,61.0
8108,44,0.0,2.0,18.0,79.0,0.0,0.0,34.0,65.0
