ip_id,sa_avg_freq_month,sa_avg_amt_month,total_use,EDC,Branch,KPlus,ATM,CDM,CorporateConnect,CR,DR
8616,40.8333333333333,32577.3018465676,245,0.0,2.0,43.0,31.0,22.0,0.0,42.0,57.0
8617,1.0,8912.0,3,0.0,100.0,0.0,0.0,0.0,0.0,33.0,66.0
8618,2.5,19532.1805555556,15,0.0,20.0,0.0,46.0,0.0,33.0,40.0,60.0
8619,18.7142857142857,56387.2456709957,131,0.0,3.0,85.0,10.0,0.0,0.0,53.0,46.0
862,3.81818181818182,5369.86363636364,42,4.0,28.0,9.0,9.0,21.0,26.0,54.0,45.0
8620,39.8333333333333,31688.4225523297,239,0.0,5.0,47.0,40.0,5.0,0.0,28.0,71.0
8621,13.1666666666667,11269.9485205314,79,0.0,0.0,53.0,41.0,5.0,0.0,44.0,55.0
8623,5.33333333333333,15663.2152777778,32,0.0,3.0,15.0,59.0,3.0,18.0,43.0,56.0
8624,4.71428571428571,22015.7880952381,33,0.0,27.0,3.0,69.0,0.0,0.0,33.0,66.0
8625,1.25,13164.75,5,0.0,0.0,80.0,20.0,0.0,0.0,60.0,40.0
8626,11.6666666666667,12212.2155624876,70,0.0,2.0,32.0,55.0,8.0,0.0,51.0,48.0
8628,2.66666666666667,10385.2666666667,16,0.0,0.0,0.0,56.0,0.0,43.0,43.0,56.0
8629,1.0,6315.0,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
863,3.83333333333333,5068.14226190476,46,2.0,34.0,19.0,19.0,6.0,17.0,58.0,41.0
8630,10.0,26719.6272061272,70,0.0,10.0,54.0,30.0,0.0,5.0,24.0,75.0
8631,26.2857142857143,15785.2023294959,184,10.0,1.0,56.0,28.0,3.0,0.0,39.0,60.0
8632,3.66666666666667,15984.7583333333,22,0.0,45.0,0.0,54.0,0.0,0.0,27.0,72.0
8633,8.42857142857143,14284.1286332715,59,0.0,11.0,64.0,18.0,5.0,0.0,44.0,55.0
8634,15.2857142857143,13182.6526460584,107,0.0,6.0,49.0,25.0,7.0,11.0,38.0,61.0
8635,27.4285714285714,18875.2749503391,192,1.0,4.0,67.0,18.0,3.0,5.0,46.0,53.0
8636,6.57142857142857,9913.92431972789,46,0.0,6.0,34.0,43.0,15.0,0.0,43.0,56.0
8637,4.5,15267.6515151515,27,0.0,18.0,74.0,7.0,0.0,0.0,40.0,59.0
8638,2.57142857142857,12529.2738095238,18,0.0,0.0,0.0,38.0,0.0,61.0,61.0,38.0
8639,2.28571428571429,20044.4523809524,16,0.0,43.0,6.0,43.0,0.0,6.0,43.0,56.0
864,3.0,4264.34848484849,33,15.0,21.0,12.0,21.0,15.0,15.0,42.0,57.0
8640,2.66666666666667,23144.1666666667,16,0.0,37.0,12.0,50.0,0.0,0.0,50.0,50.0
8641,4.33333333333333,14246.0638888889,26,0.0,57.0,0.0,42.0,0.0,0.0,38.0,61.0
8642,6.16666666666667,9226.07916666667,37,0.0,2.0,54.0,16.0,21.0,5.0,29.0,70.0
8643,14.6666666666667,14011.8520328599,88,7.0,1.0,60.0,29.0,1.0,0.0,35.0,64.0
8644,2.16666666666667,21703.2777777778,13,0.0,0.0,0.0,53.0,0.0,46.0,46.0,53.0
8645,2.0,13726.5,2,0.0,50.0,0.0,50.0,0.0,0.0,100.0,0.0
8646,3.85714285714286,12729.4154761905,27,0.0,22.0,25.0,44.0,7.0,0.0,29.0,70.0
8647,18.0,34955.8801728649,126,0.0,2.0,12.0,65.0,19.0,0.0,40.0,59.0
8648,1.0,3032.0,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
8649,5.57142857142857,16095.5802154195,39,2.0,5.0,25.0,48.0,2.0,15.0,43.0,56.0
865,3.36363636363636,6065.62121212121,37,10.0,16.0,27.0,16.0,8.0,21.0,48.0,51.0
8650,7.71428571428571,22820.5253246753,54,0.0,7.0,29.0,46.0,3.0,12.0,38.0,61.0
8651,15.4285714285714,14301.6283919466,108,1.0,32.0,36.0,29.0,0.0,0.0,42.0,57.0
8652,7.42857142857143,10493.6032570604,52,0.0,0.0,46.0,38.0,1.0,13.0,30.0,69.0
8653,14.2857142857143,21005.6174086301,100,0.0,7.0,15.0,74.0,4.0,0.0,15.0,85.0
8654,53.6666666666667,43504.2124548294,322,3.0,1.0,70.0,19.0,5.0,0.0,55.0,44.0
8655,1.0,1086.0,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
8656,11.8333333333333,20899.3374396135,71,0.0,1.0,49.0,33.0,5.0,9.0,36.0,63.0
8657,1.5,25196.25,3,0.0,66.0,0.0,33.0,0.0,0.0,66.0,33.0
8659,2.0,6966.0,2,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
866,4.27272727272727,4921.78701298701,47,12.0,19.0,21.0,19.0,8.0,19.0,44.0,55.0
8661,4.0,21494.8698412698,28,0.0,25.0,35.0,35.0,3.0,0.0,32.0,67.0
8663,4.57142857142857,20727.6306122449,32,0.0,0.0,0.0,81.0,0.0,18.0,18.0,81.0
8664,9.28571428571429,14771.9648113791,65,1.0,0.0,35.0,52.0,1.0,9.0,26.0,73.0
8665,6.0,13623.5282003711,42,0.0,0.0,23.0,59.0,2.0,14.0,30.0,69.0
8666,3.14285714285714,17624.9738095238,22,0.0,0.0,0.0,68.0,0.0,31.0,27.0,72.0
8667,12.1428571428571,12417.1278721279,85,7.0,17.0,22.0,44.0,8.0,0.0,34.0,65.0
8668,5.16666666666667,13662.6986111111,31,0.0,19.0,3.0,77.0,0.0,0.0,22.0,77.0
8669,14.1428571428571,14510.1127856737,99,0.0,10.0,37.0,42.0,4.0,6.0,46.0,53.0
867,3.0,5741.875,36,13.0,22.0,19.0,25.0,5.0,13.0,61.0,38.0
8670,5.28571428571429,14140.9583333333,37,0.0,2.0,2.0,70.0,5.0,18.0,27.0,72.0
8671,2.57142857142857,25864.9761904762,18,0.0,38.0,55.0,0.0,0.0,5.0,50.0,50.0
8672,1.0,21853.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
8674,8.14285714285714,10053.373113791,57,0.0,0.0,68.0,24.0,7.0,0.0,40.0,59.0
8675,5.0,13777.6299319728,35,0.0,20.0,42.0,37.0,0.0,0.0,28.0,71.0
8676,23.0,15936.8320222635,161,0.0,5.0,85.0,9.0,0.0,0.0,45.0,54.0
8677,5.16666666666667,48700.9484126984,31,0.0,25.0,6.0,67.0,0.0,0.0,29.0,70.0
8679,2.71428571428571,10256.8571428571,19,0.0,26.0,0.0,73.0,0.0,0.0,26.0,73.0
868,3.75,5135.09662698413,45,8.0,20.0,24.0,26.0,4.0,15.0,51.0,48.0
8680,10.0,11852.2071010861,70,0.0,2.0,60.0,20.0,2.0,14.0,38.0,61.0
8681,6.83333333333333,21029.3951659452,41,0.0,17.0,2.0,80.0,0.0,0.0,21.0,78.0
8682,9.71428571428571,14971.3499278499,68,2.0,16.0,47.0,30.0,2.0,0.0,36.0,63.0
8683,5.83333333333333,10169.2935185185,35,0.0,0.0,51.0,31.0,2.0,14.0,20.0,80.0
8684,7.14285714285714,14020.4867346939,50,2.0,2.0,42.0,28.0,14.0,12.0,44.0,56.0
8685,6.57142857142857,10617.3666666667,46,0.0,4.0,2.0,73.0,0.0,19.0,28.0,71.0
8686,9.33333333333333,13529.976984127,56,0.0,1.0,41.0,48.0,0.0,8.0,33.0,66.0
8687,21.2857142857143,33799.5796608966,149,0.0,7.0,32.0,53.0,6.0,0.0,48.0,51.0
8688,4.0,12695.5,4,0.0,25.0,0.0,75.0,0.0,0.0,50.0,50.0
8689,18.4285714285714,11932.2981069195,129,0.0,14.0,44.0,39.0,0.0,0.0,43.0,56.0
869,4.16666666666667,5219.39444444445,50,16.0,28.0,20.0,12.0,6.0,18.0,54.0,46.0
8690,4.33333333333333,10566.8333333333,13,0.0,7.0,38.0,46.0,7.0,0.0,38.0,61.0
8691,15.2857142857143,17769.5189094531,107,0.0,3.0,39.0,46.0,0.0,9.0,29.0,70.0
8692,7.33333333333333,11778.429004329,44,0.0,6.0,40.0,29.0,0.0,22.0,29.0,70.0
8693,4.0,12120.5071428571,28,0.0,3.0,0.0,78.0,0.0,17.0,21.0,78.0
8694,3.0,13313.6666666667,3,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
8695,15.5714285714286,12485.4892676768,109,0.0,3.0,52.0,24.0,7.0,11.0,43.0,56.0
8696,24.8333333333333,16493.8701545531,149,0.0,8.0,83.0,6.0,2.0,0.0,45.0,54.0
8697,19.5714285714286,13001.3434637522,137,9.0,7.0,48.0,27.0,4.0,2.0,36.0,63.0
8698,2.16666666666667,15620.0555555556,13,0.0,46.0,0.0,38.0,0.0,15.0,53.0,46.0
8699,9.57142857142857,9685.98115079365,67,0.0,0.0,53.0,41.0,4.0,0.0,32.0,67.0
87,3.41666666666667,5086.57638888889,41,19.0,19.0,14.0,9.0,14.0,21.0,58.0,41.0
870,3.8,4267.605,38,7.0,23.0,10.0,21.0,13.0,23.0,55.0,44.0
8700,8.66666666666667,19622.392526455,52,0.0,9.0,48.0,23.0,1.0,17.0,53.0,46.0
8701,12.2857142857143,11717.643050402,86,0.0,6.0,72.0,18.0,1.0,1.0,38.0,61.0
8703,6.57142857142857,24424.2515306122,46,2.0,21.0,50.0,23.0,2.0,0.0,41.0,58.0
8704,4.5,10129.9166666667,27,0.0,0.0,25.0,66.0,7.0,0.0,25.0,74.0
8705,15.8333333333333,25075.1024755225,95,0.0,8.0,46.0,44.0,1.0,0.0,18.0,81.0
8706,4.83333333333333,16408.9186507937,29,0.0,24.0,27.0,41.0,0.0,6.0,34.0,65.0
8707,1.66666666666667,13741.3333333333,5,0.0,20.0,0.0,40.0,40.0,0.0,80.0,20.0
8708,3.83333333333333,10445.925,23,4.0,0.0,47.0,21.0,26.0,0.0,43.0,56.0
8709,8.83333333333333,19073.3648240104,53,0.0,5.0,47.0,32.0,15.0,0.0,41.0,58.0
871,2.66666666666667,5099.99583333333,32,15.0,31.0,12.0,12.0,9.0,18.0,53.0,46.0
8710,5.0,11872.9801587302,30,10.0,3.0,40.0,36.0,10.0,0.0,26.0,73.0
8711,4.0,17087.7428571429,28,0.0,32.0,0.0,42.0,0.0,25.0,50.0,50.0
8712,7.0,15856.5077303649,49,14.0,18.0,2.0,65.0,0.0,0.0,22.0,77.0
8713,5.33333333333333,14543.0125,32,3.0,9.0,28.0,43.0,9.0,6.0,34.0,65.0
8714,30.7142857142857,17728.1234821987,215,0.0,0.0,59.0,25.0,8.0,6.0,49.0,50.0
8716,2.42857142857143,27340.0357142857,17,0.0,41.0,0.0,52.0,0.0,5.0,41.0,58.0
8717,1.25,5738.625,5,0.0,20.0,60.0,0.0,20.0,0.0,40.0,60.0
8719,2.5,15057.1666666667,15,0.0,46.0,0.0,53.0,0.0,0.0,46.0,53.0
872,3.33333333333333,5752.89146825397,40,5.0,22.0,25.0,30.0,5.0,12.0,57.0,42.0
8720,13.5714285714286,12992.7930772309,95,0.0,13.0,48.0,24.0,6.0,7.0,44.0,55.0
8721,16.7142857142857,22651.6396539378,117,0.0,16.0,46.0,29.0,7.0,0.0,32.0,67.0
8723,2.33333333333333,14710.9722222222,14,0.0,14.0,0.0,42.0,0.0,42.0,35.0,64.0
8725,6.57142857142857,14534.3344671202,46,0.0,21.0,30.0,47.0,0.0,0.0,41.0,58.0
8726,5.14285714285714,13592.8833333333,36,0.0,0.0,8.0,75.0,0.0,16.0,19.0,80.0
8727,5.83333333333333,10992.8148148148,35,0.0,17.0,51.0,31.0,0.0,0.0,34.0,65.0
8728,1.83333333333333,16491.6666666667,11,0.0,9.0,0.0,54.0,0.0,36.0,45.0,54.0
8729,4.8,14953.2436363636,24,0.0,0.0,45.0,37.0,0.0,16.0,29.0,70.0
873,3.63636363636364,4806.00238095238,40,7.0,27.0,10.0,30.0,5.0,20.0,47.0,52.0
8730,7.14285714285714,14352.4107142857,50,0.0,0.0,8.0,68.0,4.0,20.0,40.0,60.0
8731,21.5714285714286,14922.3551374746,151,0.0,1.0,27.0,64.0,0.0,5.0,44.0,55.0
8732,1.0,144102.0,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
8733,11.4285714285714,22511.2502921681,80,10.0,13.0,50.0,21.0,5.0,0.0,33.0,66.0
8734,21.2857142857143,11600.7348692227,149,0.0,4.0,85.0,9.0,0.0,0.0,42.0,57.0
8735,23.7142857142857,25941.4308640764,166,2.0,15.0,53.0,21.0,6.0,1.0,36.0,63.0
8736,7.14285714285714,18818.6186765615,50,0.0,16.0,48.0,28.0,8.0,0.0,44.0,56.0
8737,23.5714285714286,19570.3925350077,165,0.0,0.0,52.0,35.0,8.0,3.0,48.0,51.0
8738,12.0,13524.7877896613,84,0.0,0.0,58.0,26.0,15.0,0.0,51.0,48.0
874,3.58333333333333,6969.07757936508,43,6.0,20.0,23.0,13.0,11.0,23.0,60.0,39.0
8740,7.0,12031.9021164021,42,0.0,16.0,28.0,42.0,11.0,0.0,35.0,64.0
8741,2.0,17459.5,2,0.0,0.0,50.0,0.0,50.0,0.0,50.0,50.0
8742,1.0,11091.0,1,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
8743,8.83333333333333,14582.7804945055,53,0.0,1.0,9.0,73.0,0.0,15.0,37.0,62.0
8744,17.5714285714286,27458.7193820069,123,0.0,3.0,39.0,40.0,6.0,10.0,30.0,69.0
8745,5.42857142857143,25759.1857142857,38,0.0,21.0,0.0,76.0,0.0,2.0,21.0,78.0
8746,16.5714285714286,25471.414957094,116,0.0,5.0,36.0,53.0,3.0,0.0,37.0,62.0
8747,1.0,3142.0,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
8748,5.66666666666667,11385.9642857143,34,0.0,14.0,35.0,38.0,11.0,0.0,35.0,64.0
8749,4.14285714285714,9081.18571428571,29,0.0,0.0,20.0,37.0,3.0,37.0,41.0,58.0
875,3.08333333333333,5141.06646825397,37,21.0,16.0,8.0,21.0,18.0,13.0,48.0,51.0
8750,10.1666666666667,15079.8375291375,61,1.0,18.0,32.0,39.0,8.0,0.0,34.0,65.0
8752,13.0,11010.7412349555,91,0.0,6.0,36.0,51.0,3.0,2.0,36.0,63.0
8753,12.8571428571429,20679.0837345194,90,4.0,2.0,43.0,34.0,1.0,14.0,32.0,67.0
8754,8.85714285714286,15739.9714646465,62,0.0,12.0,32.0,33.0,20.0,0.0,38.0,61.0
8755,4.14285714285714,20804.580952381,29,0.0,24.0,3.0,68.0,3.0,0.0,34.0,65.0
8756,7.71428571428571,22804.0518243661,54,0.0,14.0,31.0,42.0,0.0,11.0,35.0,64.0
8757,25.5714285714286,130002.636791383,179,0.0,0.0,57.0,37.0,2.0,1.0,27.0,72.0
8758,5.71428571428571,9938.6341991342,40,7.0,0.0,20.0,45.0,12.0,15.0,35.0,65.0
8759,10.1428571428571,13780.9236755308,71,0.0,21.0,56.0,21.0,0.0,1.0,32.0,67.0
876,3.66666666666667,5280.70509259259,44,13.0,9.0,25.0,18.0,11.0,22.0,63.0,36.0
8760,4.57142857142857,12654.6802721088,32,0.0,21.0,21.0,34.0,3.0,18.0,28.0,71.0
8761,20.3333333333333,57317.0865576952,122,16.0,8.0,55.0,15.0,2.0,1.0,32.0,67.0
8762,5.85714285714286,20304.5686813187,41,0.0,19.0,60.0,14.0,4.0,0.0,39.0,60.0
8763,1.6,12299.7,8,0.0,62.0,0.0,37.0,0.0,0.0,62.0,37.0
8764,5.5,79080.5435185185,33,0.0,33.0,42.0,24.0,0.0,0.0,33.0,66.0
8765,12.5714285714286,87195.7197212218,88,0.0,19.0,21.0,56.0,2.0,0.0,43.0,56.0
8766,7.85714285714286,15839.3808750773,55,0.0,1.0,21.0,49.0,7.0,20.0,47.0,52.0
8767,6.57142857142857,21880.4339517625,46,0.0,21.0,4.0,58.0,0.0,15.0,43.0,56.0
8768,3.71428571428571,15102.1666666667,26,0.0,3.0,53.0,30.0,11.0,0.0,38.0,61.0
8769,10.0,12106.5674908425,70,0.0,8.0,64.0,25.0,1.0,0.0,32.0,67.0
877,3.0,5662.8,30,3.0,20.0,26.0,20.0,13.0,16.0,53.0,46.0
8770,4.71428571428571,12317.3,33,0.0,36.0,27.0,36.0,0.0,0.0,60.0,39.0
8771,5.85714285714286,15233.4896825397,41,0.0,9.0,39.0,26.0,9.0,14.0,46.0,53.0
8772,5.42857142857143,10467.7883116883,38,0.0,0.0,34.0,42.0,23.0,0.0,36.0,63.0
8773,13.7142857142857,13703.3770562771,96,6.0,11.0,53.0,22.0,1.0,5.0,36.0,63.0
8774,65.5714285714286,68445.1297051272,459,0.0,22.0,42.0,12.0,22.0,0.0,61.0,38.0
8775,11.2857142857143,14545.269047619,79,0.0,20.0,55.0,21.0,2.0,0.0,36.0,63.0
8776,3.0,22421.1095238095,21,0.0,23.0,0.0,42.0,0.0,33.0,33.0,66.0
8778,1.0,6883.0,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
8779,9.16666666666667,13510.4712962963,55,0.0,1.0,54.0,21.0,21.0,0.0,45.0,54.0
878,2.6,5324.51666666667,26,3.0,19.0,15.0,30.0,19.0,11.0,61.0,38.0
8780,6.28571428571429,11310.9359410431,44,2.0,13.0,36.0,29.0,18.0,0.0,34.0,65.0
8781,2.66666666666667,11746.375,16,0.0,0.0,0.0,50.0,0.0,50.0,50.0,50.0
8782,8.28571428571429,15598.1932900433,58,5.0,8.0,25.0,32.0,17.0,10.0,44.0,55.0
8783,8.28571428571429,17982.8520764949,58,0.0,0.0,55.0,34.0,10.0,0.0,43.0,56.0
8784,11.8571428571429,25264.7957792208,83,0.0,0.0,50.0,45.0,3.0,0.0,43.0,56.0
8785,2.0,9033.5,2,0.0,0.0,50.0,50.0,0.0,0.0,50.0,50.0
8786,11.8571428571429,19495.8336728631,83,0.0,12.0,63.0,19.0,4.0,0.0,39.0,60.0
8787,28.0,23267.3065344768,196,1.0,1.0,48.0,43.0,5.0,0.0,35.0,64.0
8788,7.14285714285714,14250.4597608274,50,0.0,4.0,44.0,36.0,6.0,10.0,26.0,74.0
8789,5.28571428571429,9420.21428571429,37,0.0,8.0,27.0,32.0,0.0,32.0,35.0,64.0
879,3.75,4606.08888888889,45,13.0,24.0,22.0,15.0,11.0,13.0,44.0,55.0
8791,9.33333333333333,18686.4822390572,56,12.0,7.0,35.0,33.0,0.0,10.0,21.0,78.0
8792,4.71428571428571,13432.1650793651,33,0.0,30.0,6.0,60.0,3.0,0.0,39.0,60.0
8793,7.57142857142857,14137.2492063492,53,0.0,32.0,49.0,15.0,3.0,0.0,43.0,56.0
8794,4.0,28309.7738095238,24,0.0,0.0,50.0,50.0,0.0,0.0,58.0,41.0
8795,22.8571428571429,128014.892990845,160,0.0,31.0,56.0,11.0,0.0,0.0,44.0,55.0
8796,2.83333333333333,27030.2583333333,17,0.0,0.0,52.0,47.0,0.0,0.0,47.0,52.0
8797,5.71428571428571,10907.8198979592,40,10.0,0.0,20.0,50.0,5.0,15.0,20.0,80.0
8798,56.7142857142857,52581.9501040416,397,0.0,3.0,61.0,32.0,2.0,0.0,62.0,37.0
8799,18.1428571428571,16974.6235236123,127,0.0,3.0,61.0,33.0,1.0,0.0,44.0,55.0
88,3.75,6668.88670634921,45,15.0,20.0,22.0,17.0,8.0,15.0,57.0,42.0
880,2.41666666666667,5618.68055555556,29,6.0,34.0,17.0,20.0,13.0,6.0,58.0,41.0
8800,8.14285714285714,16334.9436507937,57,0.0,22.0,35.0,38.0,3.0,0.0,33.0,66.0
8801,9.0,12848.9910464186,63,0.0,1.0,60.0,19.0,3.0,15.0,42.0,57.0
8802,5.0,11428.2318027211,35,0.0,0.0,28.0,54.0,2.0,14.0,22.0,77.0
8803,23.0,23690.4988170977,161,0.0,16.0,45.0,25.0,12.0,0.0,45.0,54.0
8804,7.16666666666667,11922.2424242424,43,0.0,2.0,58.0,23.0,2.0,13.0,30.0,69.0
8805,21.4285714285714,20641.9357506882,150,0.0,3.0,54.0,35.0,6.0,0.0,54.0,45.0
8806,14.0,18877.0528811525,98,6.0,12.0,42.0,38.0,0.0,0.0,35.0,64.0
8807,5.16666666666667,11898.1821428571,31,0.0,0.0,25.0,48.0,0.0,25.0,32.0,67.0
8808,21.6666666666667,15212.8228063052,130,0.0,0.0,71.0,25.0,3.0,0.0,44.0,55.0
8809,5.16666666666667,24546.6031746032,31,0.0,25.0,29.0,41.0,0.0,3.0,29.0,70.0
881,3.0,4810.50694444444,36,11.0,11.0,25.0,25.0,11.0,16.0,52.0,47.0
8812,10.4285714285714,14631.3223221223,73,0.0,0.0,61.0,28.0,9.0,0.0,42.0,57.0
8813,4.57142857142857,14648.6345238095,32,3.0,34.0,0.0,62.0,0.0,0.0,34.0,65.0
8814,8.57142857142857,23511.0257803121,60,0.0,20.0,33.0,43.0,3.0,0.0,38.0,61.0
8815,38.7142857142857,20877.8621668379,271,0.0,1.0,73.0,19.0,4.0,0.0,48.0,51.0
8816,9.85714285714286,19647.7603000174,69,4.0,8.0,50.0,36.0,0.0,0.0,37.0,62.0
8817,5.66666666666667,13922.4402777778,34,0.0,5.0,61.0,32.0,0.0,0.0,47.0,52.0
8818,7.28571428571429,12386.5833745619,51,1.0,11.0,33.0,39.0,13.0,0.0,29.0,70.0
882,3.16666666666667,5755.36507936508,38,28.0,15.0,18.0,15.0,0.0,21.0,34.0,65.0
8820,4.85714285714286,14555.4925170068,34,0.0,2.0,50.0,29.0,0.0,17.0,47.0,52.0
8822,18.6666666666667,12174.4369883041,112,0.0,5.0,63.0,20.0,6.0,4.0,47.0,52.0
8823,6.66666666666667,9675.92361111111,40,0.0,12.0,32.0,45.0,2.0,7.0,27.0,72.0
8824,31.0,48296.3075571833,217,0.0,3.0,65.0,20.0,7.0,2.0,40.0,59.0
8825,3.83333333333333,12894.3777777778,23,4.0,4.0,21.0,43.0,0.0,26.0,43.0,56.0
8826,2.66666666666667,12161.0833333333,16,0.0,0.0,0.0,62.0,0.0,37.0,50.0,50.0
8827,14.0,13035.7014896152,84,2.0,0.0,46.0,44.0,0.0,7.0,29.0,70.0
8828,26.0,17064.8278066713,182,0.0,10.0,48.0,20.0,14.0,4.0,45.0,54.0
883,4.25,5654.97077922078,51,7.0,17.0,23.0,21.0,7.0,21.0,50.0,49.0
8830,9.0,9992.06199197628,63,0.0,0.0,47.0,33.0,11.0,7.0,23.0,76.0
8831,17.1428571428571,16406.549909344,120,1.0,4.0,59.0,20.0,9.0,5.0,45.0,54.0
8832,5.0,9987.59920634921,30,3.0,3.0,20.0,53.0,20.0,0.0,40.0,60.0
8833,4.33333333333333,14548.0952380952,26,0.0,30.0,46.0,23.0,0.0,0.0,42.0,57.0
8834,71.7142857142857,78618.4759239059,502,0.0,5.0,54.0,33.0,5.0,1.0,69.0,30.0
8836,6.28571428571429,19383.2769230769,44,0.0,18.0,31.0,47.0,0.0,2.0,18.0,81.0
8837,10.3333333333333,13475.5162337662,62,1.0,19.0,20.0,56.0,1.0,0.0,46.0,53.0
8838,10.4285714285714,13505.3931318681,73,0.0,0.0,75.0,13.0,1.0,9.0,42.0,57.0
8839,5.57142857142857,12353.4444444444,39,0.0,5.0,0.0,56.0,23.0,15.0,38.0,61.0
884,3.83333333333333,5168.82777777778,46,13.0,19.0,13.0,26.0,6.0,21.0,45.0,54.0
8840,7.14285714285714,12909.4315476191,50,0.0,4.0,40.0,42.0,14.0,0.0,34.0,66.0
8842,12.7142857142857,15406.908496732,89,0.0,2.0,23.0,61.0,12.0,0.0,44.0,55.0
8843,1.0,16155.0,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
8844,9.83333333333333,13915.7858225108,59,0.0,8.0,33.0,47.0,0.0,10.0,40.0,59.0
8845,2.66666666666667,13581.0,16,0.0,0.0,0.0,43.0,0.0,56.0,56.0,43.0
8846,4.85714285714286,9768.83401360544,34,0.0,0.0,64.0,35.0,0.0,0.0,35.0,64.0
8847,9.83333333333333,11093.9511904762,59,0.0,0.0,66.0,18.0,15.0,0.0,33.0,66.0
8848,4.42857142857143,10670.6717687075,31,0.0,32.0,48.0,16.0,0.0,3.0,25.0,74.0
8849,31.0,17931.6377762588,186,0.0,3.0,62.0,28.0,4.0,1.0,54.0,45.0
885,3.5,5251.99027777778,42,16.0,7.0,14.0,19.0,11.0,30.0,47.0,52.0
8850,21.2857142857143,19193.9639486648,149,3.0,14.0,49.0,18.0,13.0,0.0,42.0,57.0
8851,10.5,18042.5239316239,63,0.0,20.0,30.0,39.0,7.0,1.0,46.0,53.0
8854,9.28571428571429,19810.9168625026,65,0.0,20.0,35.0,38.0,6.0,0.0,35.0,64.0
8855,3.16666666666667,23847.3194444444,19,0.0,36.0,5.0,57.0,0.0,0.0,42.0,57.0
8856,55.5714285714286,70792.378535989,389,0.0,2.0,72.0,15.0,8.0,0.0,59.0,40.0
8857,12.5714285714286,13445.1366617509,88,1.0,0.0,52.0,31.0,7.0,6.0,45.0,54.0
8858,27.4285714285714,11273.4822217862,192,0.0,5.0,65.0,20.0,7.0,0.0,56.0,43.0
8859,2.0,3478.5,2,0.0,0.0,0.0,100.0,0.0,0.0,50.0,50.0
886,3.08333333333333,5566.20555555556,37,8.0,24.0,18.0,13.0,10.0,24.0,59.0,40.0
8860,4.85714285714286,15247.3154761905,34,0.0,0.0,14.0,67.0,0.0,17.0,20.0,79.0
8861,11.8571428571429,12616.900937298,83,1.0,13.0,34.0,46.0,3.0,0.0,20.0,79.0
8862,5.57142857142857,8461.83708791209,39,0.0,20.0,23.0,51.0,0.0,5.0,43.0,56.0
8863,4.0,15210.9163265306,28,0.0,25.0,0.0,67.0,3.0,3.0,35.0,64.0
8864,7.83333333333333,13522.8363095238,47,0.0,2.0,42.0,42.0,0.0,12.0,38.0,61.0
8865,4.0,11105.4027777778,24,0.0,0.0,25.0,37.0,12.0,25.0,41.0,58.0
8866,11.0,13335.6734385783,66,0.0,1.0,7.0,68.0,9.0,13.0,39.0,60.0
8867,6.5,18159.916005291,39,2.0,15.0,20.0,58.0,2.0,0.0,17.0,82.0
8868,11.8333333333333,14153.534013063,71,0.0,7.0,50.0,25.0,2.0,14.0,33.0,66.0
8869,5.33333333333333,12240.6527777778,32,0.0,3.0,40.0,40.0,15.0,0.0,43.0,56.0
887,4.27272727272727,6116.64935064935,47,10.0,19.0,23.0,31.0,6.0,8.0,53.0,46.0
8870,17.0,32268.0288432161,119,0.0,3.0,52.0,33.0,3.0,7.0,44.0,55.0
8871,9.28571428571429,9876.51737310309,65,0.0,4.0,47.0,30.0,9.0,7.0,35.0,64.0
8872,11.5714285714286,21587.3853479853,81,4.0,4.0,55.0,29.0,4.0,0.0,39.0,60.0
8873,2.83333333333333,38553.0,17,0.0,0.0,47.0,47.0,5.0,0.0,47.0,52.0
8874,1.85714285714286,13756.1428571429,13,0.0,0.0,0.0,46.0,7.0,46.0,53.0,46.0
8875,8.71428571428571,16483.3304029304,61,16.0,9.0,42.0,29.0,0.0,1.0,21.0,78.0
8876,2.16666666666667,18595.0555555556,13,0.0,0.0,0.0,61.0,0.0,38.0,46.0,53.0
8877,10.4285714285714,11341.461851174,73,0.0,0.0,61.0,30.0,0.0,8.0,42.0,57.0
8879,5.85714285714286,13998.7472789116,41,0.0,4.0,19.0,56.0,0.0,19.0,24.0,75.0
888,3.18181818181818,4328.66363636364,35,5.0,20.0,20.0,20.0,11.0,22.0,71.0,28.0
8880,35.1428571428571,41367.4949940354,246,0.0,1.0,54.0,26.0,18.0,0.0,44.0,55.0
8881,32.2857142857143,20432.3678240445,226,3.0,2.0,55.0,27.0,11.0,0.0,37.0,62.0
8882,4.85714285714286,13065.431122449,34,0.0,20.0,52.0,23.0,2.0,0.0,32.0,67.0
