ip_id,label,brth_yr,act_strt_dt,no_of_dpnd_chl,cis_income,crn_bal,gnd_cd,mar_st_cd,ctf_tp_cd,ocp_cd,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cc_avg_freq_month,cc_avg_amt_month,sa_avg_freq_month,sa_avg_amt_month,total_use,EDC,Branch,KPlus,ATM,CDM,CorporateConnect,CR,DR
4834,0.0,1976.0,2010-04-14,3.0,36502.0,920022.0,1.0,2.0,3.0,11,11.0,5.0,4.0,4.0,4.0,4.0,11.0,10.0,1.0,0.0,7.0,2.0,1.0,11.0,7.0,13.0,7.5,5469.378445165949,3.3636363636363598,5228.0803030303005,37.0,18.0,8.0,13.0,10.0,10.0,37.0,48.0,51.0
4835,0.0,1983.0,2013-09-28,0.0,36989.0,150956.0,2.0,4.0,3.0,3,9.0,9.0,16.0,3.0,2.0,3.0,12.0,5.0,3.0,1.0,8.0,0.0,3.0,8.0,4.0,13.0,8.25,5388.275588300589,3.75,4221.722222222221,45.0,17.0,11.0,22.0,20.0,15.0,13.0,51.0,48.0
4836,0.0,1976.0,2008-05-30,0.0,49526.0,500.0,1.0,3.0,6.0,9,4.0,5.0,7.0,4.0,1.0,5.0,8.0,2.0,2.0,0.0,7.0,2.0,3.0,13.0,7.0,18.0,8.58333333333333,5170.84427910053,3.75,5324.0505952381,45.0,8.0,15.0,28.0,17.0,8.0,20.0,60.0,40.0
4837,0.0,1979.0,2010-08-12,0.0,43328.0,500.0,2.0,1.0,6.0,3,5.0,5.0,9.0,13.0,0.0,4.0,6.0,7.0,1.0,0.0,12.0,1.0,4.0,15.0,5.0,5.0,7.33333333333333,5479.25082671958,3.3333333333333304,3627.8083333333293,40.0,15.0,20.0,15.0,15.0,7.0,27.0,55.0,45.0
4838,0.0,1973.0,2013-11-22,0.0,43719.0,500.0,1.0,1.0,4.0,8,9.0,5.0,10.0,8.0,2.0,6.0,11.0,8.0,4.0,0.0,9.0,2.0,3.0,9.0,5.0,7.0,8.16666666666667,5268.183564814821,3.0833333333333304,5328.8873015873,37.0,10.0,16.0,27.0,24.0,5.0,16.0,54.0,45.0
4839,0.0,1974.0,2011-07-06,0.0,36943.0,500.0,2.0,4.0,5.0,6,8.0,11.0,9.0,5.0,4.0,5.0,10.0,4.0,2.0,0.0,6.0,2.0,1.0,11.0,8.0,9.0,7.91666666666667,4502.93270502646,2.8333333333333304,4905.12738095238,34.0,14.0,17.0,20.0,20.0,11.0,14.0,58.0,41.0
4840,0.0,1969.0,2014-12-02,1.0,43334.0,500.0,1.0,2.0,6.0,11,5.0,7.0,4.0,8.0,3.0,3.0,12.0,5.0,9.0,0.0,10.0,0.0,1.0,7.0,8.0,11.0,7.75,5648.998989898989,2.6,5861.325,26.0,3.0,15.0,15.0,30.0,3.0,30.0,57.0,42.0
4841,0.0,1976.0,2012-01-31,0.0,39114.0,753067.0,1.0,3.0,3.0,7,6.0,4.0,8.0,5.0,3.0,5.0,4.0,5.0,4.0,0.0,12.0,0.0,2.0,13.0,14.0,14.0,8.25,5913.50314338439,3.81818181818182,5656.61338383838,42.0,16.0,23.0,14.0,23.0,9.0,11.0,45.0,54.0
4842,0.0,1978.0,2008-09-02,0.0,46192.0,500.0,2.0,1.0,6.0,1,4.0,9.0,4.0,9.0,3.0,4.0,8.0,8.0,1.0,0.0,9.0,0.0,3.0,15.0,3.0,15.0,7.16666666666667,5841.3237942613005,3.9166666666666696,5681.33472222222,47.0,4.0,19.0,25.0,21.0,12.0,17.0,46.0,53.0
4843,0.0,1982.0,2013-04-15,0.0,45234.0,735420.0,2.0,4.0,6.0,11,10.0,7.0,8.0,10.0,2.0,4.0,8.0,7.0,5.0,0.0,15.0,3.0,2.0,9.0,4.0,6.0,8.33333333333333,4839.66523869649,3.5,4714.10138888889,42.0,7.0,26.0,19.0,16.0,9.0,21.0,64.0,35.0
4844,0.0,1973.0,2007-09-25,0.0,36984.0,555517.0,1.0,4.0,6.0,6,6.0,7.0,6.0,8.0,6.0,5.0,5.0,4.0,5.0,0.0,6.0,0.0,0.0,16.0,4.0,13.0,10.0,5059.49577522867,2.81818181818182,6059.41666666667,31.0,16.0,9.0,32.0,9.0,9.0,22.0,51.0,48.0
4845,0.0,1984.0,2009-01-23,0.0,42675.0,500.0,1.0,2.0,6.0,8,7.0,8.0,8.0,13.0,2.0,4.0,8.0,8.0,5.0,0.0,6.0,0.0,1.0,10.0,7.0,13.0,8.33333333333333,5217.66126882377,2.5833333333333304,4585.25694444444,31.0,3.0,19.0,19.0,25.0,9.0,22.0,67.0,32.0
4846,0.0,1975.0,2008-08-26,3.0,49078.0,1122457.0,2.0,4.0,3.0,6,6.0,6.0,10.0,7.0,4.0,2.0,10.0,6.0,2.0,0.0,6.0,3.0,2.0,7.0,5.0,16.0,7.58333333333333,4960.00685425685,3.5833333333333304,4873.484722222221,43.0,6.0,16.0,20.0,39.0,6.0,9.0,53.0,46.0
4847,0.0,1980.0,2010-01-21,0.0,40529.0,500.0,1.0,2.0,2.0,3,10.0,4.0,7.0,5.0,4.0,3.0,12.0,4.0,3.0,0.0,9.0,2.0,2.0,14.0,3.0,12.0,7.83333333333333,4704.67438949939,2.9166666666666696,5405.222222222221,35.0,5.0,14.0,25.0,22.0,2.0,28.0,31.0,68.0
4848,0.0,1985.0,2012-08-15,0.0,48530.0,307265.0,1.0,3.0,4.0,1,4.0,9.0,7.0,10.0,5.0,3.0,9.0,2.0,3.0,0.0,10.0,1.0,4.0,10.0,7.0,12.0,8.0,5534.785388685389,2.8333333333333304,4939.7,34.0,5.0,14.0,26.0,20.0,20.0,11.0,58.0,41.0
4849,0.0,1977.0,2008-12-12,0.0,41601.0,500.0,1.0,4.0,1.0,7,12.0,8.0,6.0,5.0,5.0,3.0,5.0,3.0,0.0,0.0,12.0,0.0,2.0,8.0,6.0,12.0,8.41666666666667,5280.58429741555,3.0,4462.842592592589,27.0,11.0,14.0,33.0,7.0,14.0,18.0,48.0,51.0
4850,0.0,1985.0,2013-06-26,0.0,44050.0,500.0,1.0,4.0,1.0,1,7.0,5.0,7.0,10.0,4.0,8.0,8.0,6.0,3.0,0.0,7.0,0.0,1.0,8.0,4.0,11.0,8.58333333333333,5842.046272246271,4.0,5454.60138888889,48.0,16.0,12.0,18.0,29.0,10.0,12.0,45.0,54.0
4851,0.0,1984.0,2012-05-13,0.0,41023.0,177863.0,2.0,3.0,1.0,6,7.0,4.0,7.0,8.0,3.0,4.0,9.0,2.0,3.0,1.0,8.0,1.0,7.0,14.0,4.0,10.0,7.58333333333333,4916.02506613757,2.8333333333333304,5703.04166666667,34.0,14.0,11.0,11.0,35.0,5.0,20.0,44.0,55.0
4852,0.0,1971.0,2008-09-14,0.0,45299.0,460169.0,2.0,2.0,6.0,9,9.0,6.0,13.0,5.0,4.0,6.0,6.0,4.0,4.0,0.0,16.0,0.0,4.0,6.0,6.0,10.0,8.25,5369.30153018278,2.8333333333333304,5368.583333333329,34.0,11.0,17.0,23.0,17.0,5.0,23.0,55.0,44.0
4853,0.0,1985.0,2010-03-06,1.0,46940.0,500.0,2.0,2.0,5.0,1,4.0,7.0,7.0,7.0,4.0,1.0,8.0,6.0,5.0,0.0,9.0,0.0,0.0,11.0,7.0,10.0,8.41666666666667,5348.451376863879,2.81818181818182,5335.64696969697,31.0,0.0,25.0,16.0,16.0,16.0,25.0,58.0,41.0
4854,0.0,1976.0,2015-07-17,0.0,46077.0,892084.0,1.0,4.0,4.0,9,7.0,8.0,12.0,10.0,4.0,2.0,11.0,3.0,2.0,0.0,5.0,0.0,2.0,9.0,4.0,7.0,8.5,5264.73431637807,2.81818181818182,5773.45454545455,31.0,12.0,16.0,12.0,35.0,6.0,16.0,48.0,51.0
4855,0.0,1985.0,2018-01-11,0.0,45560.0,411813.0,2.0,4.0,5.0,5,9.0,5.0,15.0,10.0,2.0,0.0,6.0,4.0,4.0,0.0,7.0,0.0,2.0,5.0,7.0,10.0,8.41666666666667,5986.24593253968,2.9166666666666696,5524.922222222221,35.0,14.0,14.0,17.0,25.0,8.0,20.0,42.0,57.0
4856,0.0,1982.0,2012-06-07,0.0,49376.0,329333.0,1.0,3.0,4.0,3,7.0,6.0,5.0,10.0,2.0,3.0,12.0,6.0,3.0,0.0,6.0,0.0,3.0,13.0,5.0,11.0,7.33333333333333,4946.29231601732,4.0,5520.7871031746,48.0,8.0,18.0,20.0,18.0,10.0,22.0,56.0,43.0
4857,0.0,1985.0,2015-11-30,1.0,45135.0,76746.0,2.0,1.0,6.0,6,3.0,5.0,7.0,8.0,5.0,1.0,8.0,7.0,5.0,0.0,9.0,2.0,2.0,12.0,4.0,15.0,7.08333333333333,5737.85377886003,3.4166666666666696,6853.965277777779,41.0,7.0,14.0,24.0,17.0,17.0,19.0,60.0,39.0
4858,0.0,1976.0,2015-07-24,0.0,43130.0,107119.0,1.0,3.0,3.0,8,7.0,6.0,6.0,10.0,1.0,3.0,9.0,7.0,4.0,0.0,10.0,2.0,2.0,15.0,2.0,8.0,9.08333333333333,5497.40952080327,3.45454545454545,4682.3484848484795,38.0,5.0,15.0,26.0,28.0,15.0,7.0,36.0,63.0
4859,0.0,1979.0,2012-02-21,1.0,49885.0,431936.0,1.0,1.0,3.0,12,7.0,9.0,8.0,5.0,3.0,3.0,12.0,4.0,3.0,0.0,13.0,3.0,3.0,12.0,9.0,5.0,8.25,5980.882566738821,3.25,4475.708333333329,39.0,10.0,17.0,25.0,10.0,12.0,23.0,43.0,56.0
4860,0.0,1985.0,2006-11-05,1.0,44831.0,500.0,2.0,4.0,5.0,11,7.0,10.0,7.0,8.0,1.0,1.0,3.0,4.0,3.0,0.0,12.0,1.0,1.0,15.0,10.0,11.0,7.08333333333333,5872.653556166059,4.545454545454549,6058.122727272729,50.0,10.0,16.0,20.0,14.0,14.0,26.0,52.0,48.0
4861,0.0,1982.0,2005-05-04,0.0,48080.0,500.0,2.0,3.0,6.0,2,14.0,8.0,4.0,5.0,5.0,6.0,7.0,1.0,4.0,0.0,13.0,1.0,3.0,10.0,4.0,9.0,7.66666666666667,5347.7490530303,3.2727272727272703,4569.610606060611,36.0,11.0,27.0,22.0,19.0,5.0,13.0,52.0,47.0
4862,0.0,1972.0,2008-01-01,0.0,34511.0,799233.0,1.0,1.0,5.0,1,7.0,11.0,4.0,6.0,6.0,2.0,7.0,1.0,4.0,0.0,11.0,0.0,0.0,8.0,4.0,14.0,8.41666666666667,4852.14312839938,3.0833333333333304,5688.21018518519,37.0,10.0,29.0,13.0,13.0,10.0,21.0,51.0,48.0
4863,0.0,1977.0,2010-09-23,0.0,46698.0,766535.0,2.0,3.0,6.0,4,10.0,1.0,8.0,2.0,1.0,2.0,9.0,9.0,3.0,0.0,8.0,0.0,1.0,10.0,11.0,14.0,8.66666666666667,5204.272486772489,3.9166666666666696,5100.797916666671,47.0,12.0,23.0,21.0,14.0,8.0,19.0,53.0,46.0
4864,0.0,1979.0,2013-01-07,0.0,47174.0,500.0,2.0,3.0,1.0,6,7.0,7.0,12.0,3.0,1.0,5.0,8.0,4.0,4.0,0.0,9.0,1.0,0.0,14.0,5.0,12.0,9.0,5313.5883482258505,3.3333333333333304,5296.49751984127,40.0,22.0,25.0,10.0,22.0,10.0,10.0,37.0,62.0
4865,0.0,1989.0,2013-02-18,0.0,44470.0,687760.0,2.0,3.0,5.0,7,5.0,6.0,6.0,5.0,3.0,2.0,14.0,4.0,2.0,0.0,11.0,0.0,2.0,14.0,7.0,12.0,7.41666666666667,4866.962367724871,3.4166666666666696,5662.001388888891,41.0,14.0,19.0,14.0,19.0,12.0,19.0,41.0,58.0
4866,0.0,1980.0,2008-04-14,0.0,41978.0,500.0,2.0,1.0,3.0,8,4.0,8.0,9.0,5.0,2.0,5.0,8.0,6.0,7.0,0.0,7.0,0.0,2.0,15.0,9.0,6.0,7.66666666666667,5225.5057449495,3.1666666666666696,3354.99583333333,38.0,10.0,21.0,26.0,21.0,7.0,13.0,55.0,44.0
4867,0.0,1979.0,2010-03-09,0.0,40509.0,500.0,1.0,1.0,3.0,11,3.0,8.0,5.0,5.0,1.0,3.0,16.0,5.0,6.0,0.0,12.0,1.0,2.0,8.0,4.0,13.0,7.16666666666667,5334.66570767196,3.3333333333333304,5819.842361111109,40.0,12.0,27.0,25.0,17.0,2.0,15.0,42.0,57.0
4868,0.0,1973.0,2011-04-11,0.0,38912.0,500.0,2.0,3.0,4.0,11,11.0,3.0,11.0,7.0,3.0,2.0,10.0,7.0,6.0,0.0,6.0,3.0,3.0,9.0,5.0,10.0,8.0,5762.859457671961,4.33333333333333,3573.6334325396797,52.0,9.0,17.0,28.0,19.0,9.0,15.0,50.0,50.0
4869,0.0,1972.0,2009-09-16,0.0,41954.0,1145525.0,2.0,2.0,4.0,8,5.0,8.0,11.0,7.0,4.0,0.0,11.0,2.0,1.0,0.0,7.0,0.0,4.0,12.0,8.0,11.0,9.08333333333333,5580.00243550703,3.4166666666666696,6539.399603174599,41.0,14.0,12.0,17.0,17.0,9.0,29.0,48.0,51.0
4870,0.0,1977.0,2011-02-27,0.0,46609.0,500.0,2.0,3.0,2.0,5,4.0,4.0,9.0,6.0,3.0,9.0,10.0,4.0,3.0,0.0,8.0,0.0,4.0,14.0,6.0,7.0,6.83333333333333,5348.6128968254,2.9,4651.98,29.0,10.0,13.0,20.0,41.0,6.0,6.0,51.0,48.0
4871,0.0,1983.0,2011-10-04,0.0,41069.0,500.0,2.0,2.0,5.0,1,7.0,5.0,14.0,7.0,2.0,3.0,8.0,7.0,5.0,0.0,6.0,0.0,3.0,18.0,3.0,4.0,7.5,5283.57468734969,3.5833333333333304,5630.061111111109,43.0,11.0,16.0,23.0,13.0,13.0,20.0,53.0,46.0
4872,0.0,1973.0,2010-03-14,0.0,50431.0,527197.0,2.0,4.0,4.0,12,5.0,6.0,11.0,13.0,1.0,4.0,8.0,6.0,3.0,0.0,11.0,0.0,1.0,13.0,5.0,5.0,7.25,5176.4268488456,3.25,5232.666666666671,39.0,7.0,15.0,25.0,20.0,15.0,15.0,53.0,46.0
4873,0.0,1969.0,2010-09-25,0.0,41958.0,679067.0,2.0,2.0,6.0,5,6.0,9.0,12.0,4.0,2.0,5.0,10.0,6.0,9.0,0.0,12.0,1.0,2.0,8.0,3.0,6.0,7.91666666666667,5987.42276334776,2.7272727272727297,6044.67878787879,30.0,3.0,40.0,10.0,36.0,0.0,10.0,40.0,60.0
4874,0.0,1976.0,2012-02-06,1.0,44610.0,237178.0,2.0,3.0,3.0,6,8.0,5.0,10.0,12.0,2.0,4.0,7.0,3.0,4.0,0.0,5.0,1.0,1.0,11.0,7.0,10.0,8.75,5590.3866822991795,3.4166666666666696,4665.74027777778,41.0,7.0,24.0,12.0,19.0,9.0,26.0,63.0,36.0
4875,0.0,1980.0,2012-05-29,0.0,44014.0,142961.0,2.0,4.0,6.0,1,8.0,12.0,7.0,8.0,5.0,2.0,7.0,6.0,6.0,0.0,7.0,1.0,1.0,8.0,5.0,10.0,6.58333333333333,5156.39074074074,3.90909090909091,5597.207575757579,43.0,11.0,27.0,13.0,13.0,11.0,20.0,53.0,46.0
4876,0.0,1984.0,2008-05-22,1.0,37262.0,856271.0,2.0,4.0,5.0,4,6.0,9.0,5.0,8.0,3.0,4.0,8.0,4.0,4.0,0.0,10.0,0.0,0.0,9.0,9.0,10.0,8.58333333333333,5181.781722444221,3.81818181818182,4807.26515151515,42.0,19.0,11.0,21.0,23.0,11.0,11.0,50.0,50.0
4877,0.0,1975.0,2009-03-26,0.0,48770.0,1125314.0,2.0,4.0,4.0,4,9.0,9.0,11.0,8.0,7.0,1.0,15.0,4.0,5.0,0.0,10.0,1.0,2.0,5.0,3.0,7.0,8.08333333333333,5192.60922919673,3.75,5813.27592592593,45.0,6.0,17.0,33.0,15.0,11.0,15.0,51.0,48.0
4878,0.0,1976.0,2015-11-27,0.0,46514.0,500.0,2.0,3.0,6.0,4,5.0,3.0,10.0,8.0,1.0,4.0,9.0,6.0,4.0,0.0,7.0,0.0,3.0,9.0,5.0,15.0,8.58333333333333,5451.015138021021,2.9,3491.9616666666698,29.0,6.0,20.0,17.0,24.0,13.0,17.0,68.0,31.0
4879,0.0,1981.0,2010-01-05,4.0,36545.0,500.0,2.0,1.0,1.0,12,9.0,3.0,4.0,14.0,1.0,1.0,7.0,0.0,2.0,0.0,8.0,0.0,5.0,14.0,10.0,14.0,8.91666666666667,5424.87163924039,3.3636363636363598,5118.78787878788,37.0,5.0,10.0,35.0,27.0,5.0,16.0,62.0,37.0
4880,0.0,1974.0,2014-08-01,0.0,40551.0,561858.0,2.0,1.0,6.0,3,8.0,4.0,16.0,5.0,1.0,4.0,6.0,2.0,5.0,1.0,11.0,0.0,1.0,10.0,7.0,18.0,8.25,5372.93108766234,3.5,4405.158333333329,42.0,4.0,14.0,11.0,38.0,7.0,23.0,47.0,52.0
4881,0.0,1985.0,2005-11-23,0.0,40290.0,247353.0,2.0,2.0,2.0,8,9.0,5.0,12.0,10.0,5.0,2.0,11.0,5.0,2.0,0.0,2.0,1.0,3.0,6.0,7.0,15.0,7.91666666666667,5292.858399470901,2.7272727272727297,5551.26515151515,30.0,10.0,30.0,23.0,13.0,10.0,13.0,36.0,63.0
4882,0.0,1983.0,2003-10-27,0.0,49207.0,131722.0,2.0,4.0,3.0,9,7.0,7.0,8.0,5.0,5.0,6.0,9.0,6.0,2.0,0.0,13.0,1.0,5.0,12.0,6.0,7.0,8.25,5696.61758675693,2.6363636363636402,5364.9015151515205,29.0,17.0,6.0,24.0,13.0,13.0,24.0,34.0,65.0
4883,0.0,1980.0,2013-11-30,0.0,45258.0,21537.0,1.0,1.0,5.0,1,5.0,7.0,9.0,7.0,0.0,4.0,9.0,4.0,4.0,0.0,11.0,1.0,0.0,12.0,1.0,14.0,8.66666666666667,5263.035055916311,4.16666666666667,4424.96746031746,50.0,10.0,22.0,14.0,18.0,10.0,26.0,50.0,50.0
4884,0.0,1977.0,2001-08-13,0.0,43536.0,500.0,2.0,2.0,1.0,11,8.0,6.0,10.0,4.0,1.0,5.0,11.0,8.0,3.0,1.0,14.0,2.0,2.0,10.0,6.0,8.0,8.25,5382.1285714285705,4.16666666666667,4339.64384920635,50.0,6.0,18.0,22.0,22.0,10.0,22.0,64.0,36.0
4885,0.0,1982.0,2005-04-04,0.0,46047.0,378306.0,1.0,1.0,5.0,12,11.0,11.0,8.0,8.0,2.0,3.0,9.0,4.0,4.0,0.0,10.0,0.0,0.0,15.0,6.0,7.0,8.16666666666667,5006.24775641026,3.5833333333333304,5564.46031746032,43.0,9.0,37.0,18.0,16.0,6.0,11.0,55.0,44.0
4886,0.0,1980.0,2012-11-28,0.0,41652.0,372950.0,2.0,2.0,6.0,1,6.0,6.0,8.0,9.0,0.0,3.0,12.0,6.0,4.0,0.0,9.0,0.0,2.0,11.0,7.0,10.0,9.5,5467.538377594629,3.54545454545455,5335.34783549784,39.0,7.0,38.0,12.0,10.0,15.0,15.0,43.0,56.0
4887,0.0,1978.0,2009-06-26,0.0,44509.0,500.0,2.0,4.0,5.0,6,7.0,8.0,4.0,10.0,2.0,2.0,7.0,3.0,2.0,0.0,8.0,1.0,4.0,17.0,8.0,12.0,7.83333333333333,5059.2535714285705,2.5,5130.01944444444,30.0,6.0,10.0,10.0,23.0,16.0,33.0,66.0,33.0
4888,0.0,1980.0,2012-10-05,0.0,41171.0,500.0,2.0,2.0,2.0,11,11.0,8.0,10.0,8.0,0.0,3.0,13.0,4.0,5.0,0.0,9.0,2.0,0.0,8.0,5.0,9.0,7.91666666666667,5615.746118927371,3.2727272727272703,5101.77575757576,36.0,19.0,11.0,16.0,27.0,11.0,13.0,52.0,47.0
4889,0.0,1985.0,2009-04-19,1.0,39885.0,500.0,1.0,2.0,1.0,7,12.0,10.0,10.0,7.0,2.0,5.0,10.0,2.0,5.0,0.0,7.0,0.0,1.0,10.0,5.0,14.0,8.33333333333333,5371.91060305435,3.25,5224.96111111111,39.0,17.0,17.0,10.0,12.0,17.0,23.0,53.0,46.0
4890,0.0,1974.0,2006-08-19,0.0,40226.0,390389.0,1.0,4.0,5.0,9,9.0,6.0,14.0,13.0,3.0,6.0,9.0,2.0,2.0,0.0,12.0,0.0,1.0,2.0,6.0,9.0,6.83333333333333,4291.946834415589,4.0,5592.66726190476,48.0,10.0,16.0,27.0,14.0,18.0,12.0,43.0,56.0
4891,0.0,1981.0,2014-02-15,0.0,48387.0,486026.0,1.0,1.0,3.0,6,12.0,2.0,7.0,6.0,6.0,2.0,8.0,5.0,7.0,1.0,11.0,1.0,3.0,10.0,5.0,11.0,8.08333333333333,5224.98613839864,3.7272727272727297,4119.517316017321,41.0,14.0,12.0,24.0,9.0,9.0,29.0,46.0,53.0
4892,0.0,1984.0,2018-01-30,0.0,46011.0,1061735.0,1.0,1.0,2.0,12,5.0,8.0,12.0,6.0,1.0,4.0,13.0,2.0,5.0,0.0,6.0,0.0,3.0,10.0,8.0,10.0,7.41666666666667,5508.4440432252895,3.6363636363636402,5141.0398989898995,40.0,7.0,20.0,27.0,20.0,7.0,17.0,57.0,42.0
4893,0.0,1978.0,2013-12-20,1.0,44922.0,259895.0,2.0,4.0,2.0,2,8.0,9.0,5.0,9.0,0.0,5.0,10.0,2.0,6.0,0.0,15.0,1.0,1.0,10.0,6.0,7.0,7.75,4513.0912037037,3.7,5743.6630952381,37.0,5.0,32.0,10.0,29.0,8.0,13.0,51.0,48.0
4894,0.0,1976.0,2010-11-28,0.0,43843.0,500.0,1.0,4.0,5.0,9,7.0,11.0,11.0,3.0,3.0,0.0,10.0,7.0,4.0,0.0,7.0,1.0,2.0,11.0,5.0,11.0,7.33333333333333,4781.2683982684,3.5833333333333304,4231.6087962963,43.0,16.0,25.0,20.0,2.0,6.0,27.0,39.0,60.0
4895,0.0,1982.0,2010-12-21,0.0,43861.0,500.0,1.0,3.0,1.0,8,4.0,8.0,5.0,7.0,4.0,5.0,8.0,8.0,3.0,0.0,10.0,0.0,4.0,9.0,8.0,16.0,8.25,4543.015354090349,3.6666666666666696,4449.58908730159,44.0,9.0,18.0,20.0,18.0,11.0,22.0,47.0,52.0
4896,0.0,1980.0,2009-11-16,1.0,40694.0,318532.0,2.0,1.0,4.0,8,6.0,10.0,6.0,3.0,8.0,5.0,11.0,7.0,1.0,0.0,8.0,0.0,2.0,8.0,2.0,16.0,9.08333333333333,5011.8338293650795,3.3,4761.195,33.0,9.0,15.0,21.0,24.0,6.0,24.0,51.0,48.0
4897,0.0,1976.0,2006-11-16,0.0,42902.0,667551.0,1.0,4.0,6.0,9,4.0,6.0,11.0,10.0,2.0,3.0,10.0,5.0,2.0,0.0,12.0,0.0,1.0,11.0,1.0,16.0,7.25,5144.47186147186,3.3,5799.84880952381,33.0,12.0,15.0,27.0,6.0,6.0,33.0,42.0,57.0
4898,0.0,1985.0,2011-03-26,0.0,36063.0,468236.0,1.0,4.0,4.0,12,4.0,11.0,10.0,4.0,4.0,5.0,10.0,4.0,8.0,1.0,5.0,0.0,2.0,14.0,7.0,10.0,8.25,5067.85856481481,4.09090909090909,6943.850432900439,45.0,8.0,11.0,33.0,26.0,11.0,8.0,57.0,42.0
4899,0.0,1992.0,2009-10-03,0.0,41767.0,1344519.0,1.0,4.0,1.0,6,9.0,9.0,10.0,2.0,3.0,4.0,10.0,4.0,3.0,0.0,6.0,1.0,2.0,8.0,7.0,14.0,6.91666666666667,5208.03923611111,2.81818181818182,4227.02272727273,31.0,9.0,19.0,25.0,12.0,16.0,16.0,45.0,54.0
4900,0.0,1987.0,2008-03-02,0.0,45058.0,1127035.0,2.0,4.0,2.0,7,9.0,5.0,7.0,7.0,5.0,2.0,15.0,7.0,3.0,1.0,10.0,1.0,1.0,7.0,2.0,13.0,7.91666666666667,4744.10784331409,3.6363636363636402,5423.31363636364,40.0,7.0,22.0,32.0,15.0,7.0,15.0,50.0,50.0
4901,0.0,1978.0,2009-01-30,0.0,42397.0,500.0,1.0,1.0,5.0,12,4.0,6.0,8.0,8.0,3.0,1.0,5.0,3.0,2.0,1.0,9.0,0.0,1.0,17.0,3.0,15.0,8.41666666666667,5486.57151424964,3.1666666666666696,4744.6,38.0,5.0,21.0,31.0,15.0,7.0,18.0,63.0,36.0
4902,0.0,1974.0,2013-04-14,0.0,39452.0,200441.0,2.0,1.0,5.0,11,9.0,8.0,13.0,6.0,3.0,2.0,8.0,5.0,7.0,0.0,8.0,0.0,2.0,10.0,4.0,12.0,8.08333333333333,5514.509175084179,3.5,6159.94781746032,42.0,11.0,14.0,26.0,23.0,7.0,16.0,42.0,57.0
4903,0.0,1973.0,2009-03-28,0.0,46434.0,1205772.0,2.0,1.0,4.0,1,8.0,8.0,5.0,6.0,2.0,6.0,6.0,4.0,1.0,0.0,11.0,2.0,0.0,7.0,7.0,16.0,8.66666666666667,5377.889525058279,3.45454545454545,5112.428138528139,38.0,2.0,15.0,28.0,21.0,5.0,26.0,47.0,52.0
4904,0.0,1982.0,2017-05-14,2.0,43737.0,500.0,2.0,1.0,4.0,5,6.0,8.0,8.0,8.0,4.0,7.0,4.0,7.0,3.0,0.0,12.0,2.0,4.0,3.0,4.0,12.0,6.83333333333333,5346.16349206349,2.7272727272727297,5047.54848484849,30.0,6.0,16.0,23.0,26.0,13.0,13.0,70.0,30.0
4905,0.0,1981.0,2009-09-11,0.0,43660.0,1209517.0,2.0,1.0,5.0,4,13.0,6.0,8.0,8.0,3.0,1.0,4.0,12.0,3.0,0.0,10.0,2.0,0.0,8.0,5.0,12.0,7.91666666666667,5721.41541005291,3.45454545454545,4404.14826839827,38.0,5.0,18.0,21.0,21.0,10.0,23.0,44.0,55.0
4906,0.0,1978.0,2011-07-23,0.0,47983.0,974138.0,2.0,4.0,6.0,2,6.0,10.0,9.0,9.0,3.0,4.0,3.0,1.0,2.0,0.0,14.0,1.0,0.0,10.0,5.0,16.0,7.58333333333333,4771.2506523569,3.0833333333333304,5203.8625,37.0,16.0,24.0,24.0,18.0,8.0,8.0,51.0,48.0
4907,0.0,1979.0,2007-09-24,0.0,47548.0,1150072.0,1.0,3.0,3.0,4,10.0,10.0,10.0,8.0,1.0,5.0,4.0,2.0,6.0,0.0,11.0,2.0,2.0,13.0,3.0,7.0,7.41666666666667,4956.42961309524,2.75,4695.348611111111,33.0,21.0,3.0,27.0,12.0,12.0,24.0,51.0,48.0
4908,0.0,1985.0,2009-06-27,0.0,43605.0,188739.0,2.0,4.0,5.0,3,5.0,7.0,7.0,9.0,2.0,4.0,8.0,7.0,3.0,0.0,6.0,0.0,2.0,12.0,6.0,9.0,8.41666666666667,5787.00792957043,3.1666666666666696,5547.73888888889,38.0,7.0,18.0,26.0,21.0,2.0,23.0,52.0,47.0
4909,0.0,1982.0,2006-04-06,0.0,40726.0,500.0,1.0,2.0,1.0,12,12.0,4.0,13.0,9.0,4.0,5.0,13.0,5.0,2.0,0.0,5.0,1.0,0.0,11.0,2.0,6.0,6.0,5402.44058441558,3.4166666666666696,4190.151388888889,41.0,7.0,19.0,21.0,21.0,9.0,19.0,39.0,60.0
4910,0.0,1974.0,2013-11-12,1.0,39417.0,1448044.0,2.0,4.0,2.0,11,7.0,13.0,13.0,4.0,2.0,5.0,7.0,4.0,1.0,0.0,12.0,0.0,3.0,8.0,5.0,10.0,7.5,4747.337321937321,3.0,5564.31818181818,33.0,3.0,36.0,3.0,27.0,12.0,18.0,45.0,54.0
