ip_id,sa_avg_freq_month,sa_avg_amt_month,total_use,EDC,Branch,KPlus,ATM,CDM,CorporateConnect,CR,DR,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cc_avg_freq_month,cc_avg_amt_month
8822,18.66666667,12174.43699,112,0,5,63,20,6,4,47,52,,,,,,,,,,,,,,,,,,
8823,6.666666667,9675.923611,40,0,12,32,45,2,7,27,72,,,,,,,,,,,,,,,,,,
8824,31,48296.30756,217,0,3,65,20,7,2,40,59,8,5,20,2,0,0,6,0,0,0,17,0,1,8,5,23,11.14285714,38470.98413
8825,3.833333333,12894.37778,23,4,4,21,43,0,26,43,56,,,,,,,,,,,,,,,,,,
8826,2.666666667,12161.08333,16,0,0,0,62,0,37,50,50,,,,,,,,,,,,,,,,,,
8827,14,13035.70149,84,2,0,46,44,0,7,29,70,,,,,,,,,,,,,,,,,,
8828,26,17064.82781,182,0,10,48,20,14,4,45,54,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,42,1.4,7575.4
883,4.25,5654.970779,51,7,17,23,21,7,21,50,49,6,6,12,11,2,4,11,2,5,1,11,1,2,5,5,8,6,5525.328704
8830,9,9992.061992,63,0,0,47,33,11,7,23,76,,,,,,,,,,,,,,,,,,
8831,17.14285714,16406.54991,120,1,4,59,20,9,5,45,54,,,,,,,,,,,,,,,,,,
8832,5,9987.599206,30,3,3,20,53,20,0,40,60,,,,,,,,,,,,,,,,,,
8833,4.333333333,14548.09524,26,0,30,46,23,0,0,42,57,,,,,,,,,,,,,,,,,,
8834,71.71428571,78618.47592,502,0,5,54,33,5,1,69,30,,,,,,,,,,,,,,,,,,
8836,6.285714286,19383.27692,44,0,18,31,47,0,2,18,81,,,,,,,,,,,,,,,,,,
8837,10.33333333,13475.51623,62,1,19,20,56,1,0,46,53,,,,,,,,,,,,,,,,,,
8838,10.42857143,13505.39313,73,0,0,75,13,1,9,42,57,,,,,,,,,,,,,,,,,,
8839,5.571428571,12353.44444,39,0,5,0,56,23,15,38,61,,,,,,,,,,,,,,,,,,
884,3.833333333,5168.827778,46,13,19,13,26,6,21,45,54,2,8,7,7,4,3,8,9,6,0,4,1,6,16,7,4,6.75,4909.899525
8840,7.142857143,12909.43155,50,0,4,40,42,14,0,34,66,,,,,,,,,,,,,,,,,,
8842,12.71428571,15406.9085,89,0,2,23,61,12,0,44,55,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,52,4.2,33179.03333
8843,1,16155,1,0,100,0,0,0,0,100,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,80,1.666666667,9841.611111
8844,9.833333333,13915.78582,59,0,8,33,47,0,10,40,59,,,,,,,,,,,,,,,,,,
8845,2.666666667,13581,16,0,0,0,43,0,56,56,43,,,,,,,,,,,,,,,,,,
8846,4.857142857,9768.834014,34,0,0,64,35,0,0,35,64,,,,,,,,,,,,,,,,,,
8847,9.833333333,11093.95119,59,0,0,66,18,15,0,33,66,,,,,,,,,,,,,,,,,,
8848,4.428571429,10670.67177,31,0,32,48,16,0,3,25,74,,,,,,,,,,,,,,,,,,
8849,31,17931.63778,186,0,3,62,28,4,1,54,45,,,,,,,,,,,,,,,,,,
885,3.5,5251.990278,42,16,7,14,19,11,30,47,52,12,9,15,7,2,5,8,5,3,1,10,0,4,8,3,3,7.916666667,5092.348514
8850,21.28571429,19193.96395,149,3,14,49,18,13,0,42,57,,,,,,,,,,,,,,,,,,
8851,10.5,18042.52393,63,0,20,30,39,7,1,46,53,0,0,0,11,0,0,0,0,0,0,22,0,0,0,0,66,2.25,13880.58333
8854,9.285714286,19810.91686,65,0,20,35,38,6,0,35,64,,,,,,,,,,,,,,,,,,
8855,3.166666667,23847.31944,19,0,36,5,57,0,0,42,57,,,,,,,,,,,,,,,,,,
8856,55.57142857,70792.37854,389,0,2,72,15,8,0,59,40,,,,,,,,,,,,,,,,,,
8857,12.57142857,13445.13666,88,1,0,52,31,7,6,45,54,7,0,0,0,0,0,0,0,0,0,46,0,0,0,0,46,2.166666667,10322.13889
8858,27.42857143,11273.48222,192,0,5,65,20,7,0,56,43,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,4,14357.25
8859,2,3478.5,2,0,0,0,100,0,0,50,50,,,,,,,,,,,,,,,,,,
886,3.083333333,5566.205556,37,8,24,18,13,10,24,59,40,7,4,10,12,4,7,9,6,8,0,6,0,4,9,5,7,8.166666667,5089.210877
8860,4.857142857,15247.31548,34,0,0,14,67,0,17,20,79,,,,,,,,,,,,,,,,,,
8861,11.85714286,12616.90094,83,1,13,34,46,3,0,20,79,,,,,,,,,,,,,,,,,,
8862,5.571428571,8461.837088,39,0,20,23,51,0,5,43,56,,,,,,,,,,,,,,,,,,
8863,4,15210.91633,28,0,25,0,67,3,3,35,64,,,,,,,,,,,,,,,,,,
8864,7.833333333,13522.83631,47,0,2,42,42,0,12,38,61,,,,,,,,,,,,,,,,,,
8865,4,11105.40278,24,0,0,25,37,12,25,41,58,,,,,,,,,,,,,,,,,,
8866,11,13335.67344,66,0,1,7,68,9,13,39,60,,,,,,,,,,,,,,,,,,
8867,6.5,18159.91601,39,2,15,20,58,2,0,17,82,,,,,,,,,,,,,,,,,,
8868,11.83333333,14153.53401,71,0,7,50,25,2,14,33,66,15,0,5,0,0,0,0,0,5,0,20,0,0,5,0,50,3.333333333,16772.81548
8869,5.333333333,12240.65278,32,0,3,40,40,15,0,43,56,2,2,16,5,0,0,0,0,11,0,5,0,0,0,0,55,5.142857143,11802.58844
887,4.272727273,6116.649351,47,10,19,23,31,6,8,53,46,4,7,12,6,5,3,10,8,7,0,3,0,6,7,11,5,9,4926.938664
8870,17,32268.02884,119,0,3,52,33,3,7,44,55,15,0,0,7,0,0,0,0,0,0,0,0,0,0,0,76,2.6,13547.13333
8871,9.285714286,9876.517373,65,0,4,47,30,9,7,35,64,0,0,8,0,4,0,0,0,0,0,26,0,0,39,0,21,3.833333333,8180.402778
8872,11.57142857,21587.38535,81,4,4,55,29,4,0,39,60,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,2,27234.5
8873,2.833333333,38553,17,0,0,47,47,5,0,47,52,0,0,0,12,0,0,0,0,0,0,12,0,0,37,0,37,2.666666667,22244.91667
8874,1.857142857,13756.14286,13,0,0,0,46,7,46,53,46,,,,,,,,,,,,,,,,,,
8875,8.714285714,16483.3304,61,16,9,42,29,0,1,21,78,,,,,,,,,,,,,,,,,,
8876,2.166666667,18595.05556,13,0,0,0,61,0,38,46,53,,,,,,,,,,,,,,,,,,
8877,10.42857143,11341.46185,73,0,0,61,30,0,8,42,57,,,,,,,,,,,,,,,,,,
8879,5.857142857,13998.74728,41,0,4,19,56,0,19,24,75,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,41,2,10342.83333
888,3.181818182,4328.663636,35,5,20,20,20,11,22,71,28,11,3,9,11,1,3,6,8,0,0,11,0,4,8,6,8,8.583333333,5009.692775
8880,35.14285714,41367.49499,246,0,1,54,26,18,0,44,55,,,,,,,,,,,,,,,,,,
8881,32.28571429,20432.36782,226,3,2,55,27,11,0,37,62,,,,,,,,,,,,,,,,,,
8882,4.857142857,13065.43112,34,0,20,52,23,2,0,32,67,,,,,,,,,,,,,,,,,,
8883,2.333333333,13379.83333,14,0,0,0,64,0,35,35,64,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,1,13506
8885,4.333333333,17917.42778,26,0,0,65,0,11,23,42,57,,,,,,,,,,,,,,,,,,
8886,7,17352.69308,49,6,0,38,40,2,12,38,61,0,0,13,10,0,0,6,6,0,0,17,0,0,3,0,41,4.142857143,16436.79762
8887,29.14285714,27343.80308,204,2,2,70,18,6,0,42,57,,,,,,,,,,,,,,,,,,
8888,4.571428571,18494.75612,32,0,18,28,50,3,0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,10746
8889,5.428571429,12367.48571,38,0,0,47,28,0,23,44,55,0,0,3,3,0,0,7,0,0,0,3,0,0,42,0,38,3.714285714,10179.01122
889,3,6841.401389,36,8,19,27,25,8,11,55,44,11,8,10,11,3,2,5,7,5,0,11,1,2,13,2,7,8.166666667,5553.453021
8890,9.571428571,26974.16766,67,4,16,22,49,7,0,25,74,,,,,,,,,,,,,,,,,,
8891,26.28571429,12875.86346,184,0,1,59,19,20,0,43,56,,,,,,,,,,,,,,,,,,
8892,10.5,12633.71635,21,0,0,38,52,9,0,38,61,15,0,10,5,0,0,0,0,0,0,40,0,0,0,0,30,5,22366.31731
8893,1,9035,1,0,0,0,0,100,0,100,0,,,,,,,,,,,,,,,,,,
8894,7.833333333,29591.7463,47,2,12,40,21,23,0,40,59,0,0,0,0,0,14,0,0,0,0,7,0,0,0,0,78,2.333333333,19820.75
8896,1,7708,1,0,100,0,0,0,0,100,0,,,,,,,,,,,,,,,,,,
8897,8.714285714,19131.34834,61,0,21,11,65,1,0,40,59,,,,,,,,,,,,,,,,,,
8898,53,19704.89636,371,0,0,30,46,22,0,39,60,,,,,,,,,,,,,,,,,,
8899,17,17037.51032,119,0,5,47,34,11,0,49,50,,,,,,,,,,,,,,,,,,
89,3.090909091,5016.586364,34,8,23,8,20,2,35,50,50,9,11,13,12,2,1,13,4,1,0,10,0,1,9,4,10,8.333333333,4827.879479
890,3.083333333,3434.157407,37,2,35,24,10,8,18,43,56,8,6,14,9,2,9,10,2,9,0,8,1,0,5,8,7,8.166666667,4948.231632
8900,7.285714286,13150.14665,51,0,0,3,74,1,19,54,45,,,,,,,,,,,,,,,,,,
8901,13.57142857,13492.19547,95,0,10,64,21,4,0,41,58,0,3,9,35,0,0,0,3,0,0,0,0,0,6,6,35,5.166666667,11403.42923
8902,2.333333333,12827.38889,14,0,0,0,50,0,50,50,50,,,,,,,,,,,,,,,,,,
8903,5.428571429,23139.36054,38,0,21,60,13,5,0,50,50,7,7,0,0,0,0,0,0,35,0,14,0,0,14,0,21,2.333333333,11672.5
8904,4.428571429,21451.16667,31,3,22,25,45,3,0,25,74,,,,,,,,,,,,,,,,,,
8906,13.83333333,12021.7912,83,0,7,40,40,4,6,26,73,0,8,0,0,0,0,0,0,0,0,25,0,0,0,0,66,2,14017.75
8907,57.57142857,24382.42926,403,0,4,52,26,14,0,48,51,4,0,0,23,0,0,0,19,0,0,0,0,0,0,0,52,3.5,38824.61389
8909,45.85714286,35171.38292,321,3,1,78,14,0,0,48,51,,,,,,,,,,,,,,,,,,
891,2.916666667,3647.743056,35,8,20,11,28,17,14,62,37,8,13,5,7,4,1,9,3,2,1,12,1,2,13,3,10,7.833333333,6166.646528
8911,2,5579.5,2,0,50,0,50,0,0,50,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19316
8912,6.166666667,24297.39206,37,8,32,0,56,0,2,32,67,,,,,,,,,,,,,,,,,,
8913,7.166666667,11556.38704,43,9,2,9,58,0,20,32,67,,,,,,,,,,,,,,,,,,
8914,18.28571429,16274.77646,128,0,11,50,29,8,0,32,67,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,61,2.166666667,17183.16667
8915,6,14908.92925,42,0,14,40,42,2,0,30,69,0,0,0,14,0,0,0,0,0,0,28,0,0,14,0,42,3.5,24731.95833
8916,11.57142857,14198.7125,81,0,8,48,33,1,8,39,60,0,0,0,13,0,4,0,0,0,0,30,0,0,13,0,39,3.285714286,12453.99048
8917,14.14285714,15977.51483,99,5,18,34,41,1,0,52,47,,,,,,,,,,,,,,,,,,
8918,9.333333333,10433.35979,56,1,12,26,51,7,0,25,75,,,,,,,,,,,,,,,,,,
8919,42.83333333,23996.38881,257,0,5,61,15,17,0,56,43,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,80,1,32122
892,2.2,5939.833333,22,4,22,13,36,13,9,54,45,5,4,9,7,2,3,7,4,8,0,9,2,1,13,3,16,7.583333333,5234.716727
8920,7.285714286,12296.63398,51,0,0,56,31,0,11,27,72,,,,,,,,,,,,,,,,,,
8921,13.14285714,59911.48358,92,0,10,50,20,3,15,36,63,0,0,0,18,0,0,0,9,0,0,9,0,0,0,0,63,2.2,12329.1
8922,12.66666667,9735.092045,76,11,9,40,27,7,2,31,68,,,,,,,,,,,,,,,,,,
8923,1,7759,1,0,100,0,0,0,0,100,0,,,,,,,,,,,,,,,,,,
8924,2.333333333,20101.38889,14,0,42,0,57,0,0,42,57,,,,,,,,,,,,,,,,,,
8925,7.833333333,13605.94048,47,0,12,40,38,0,8,31,68,,,,,,,,,,,,,,,,,,
8926,1,7174,2,50,0,0,50,0,0,50,50,,,,,,,,,,,,,,,,,,
8927,17.42857143,12015.38128,122,3,0,72,15,2,4,41,58,,,,,,,,,,,,,,,,,,
8928,3,17986.2,18,0,0,16,55,0,27,27,72,,,,,,,,,,,,,,,,,,
8929,7.857142857,14467.6114,55,0,3,40,36,9,10,43,56,,,,,,,,,,,,,,,,,,
893,2.818181818,5759.916667,31,12,38,16,12,3,16,48,51,4,10,8,7,6,5,9,8,4,0,7,1,3,12,4,9,8.083333333,5566.790197
8930,14.42857143,13219.11575,101,0,2,53,32,2,7,45,54,,,,,,,,,,,,,,,,,,
8931,3.166666667,12388.41667,19,0,15,10,42,5,26,31,68,,,,,,,,,,,,,,,,,,
8932,4.833333333,11808.98889,29,0,0,3,68,3,24,31,68,,,,,,,,,,,,,,,,,,
8933,3.833333333,15626.22222,23,0,4,21,73,0,0,30,69,,,,,,,,,,,,,,,,,,
8934,4.833333333,10742.55476,29,0,3,13,65,0,17,34,65,,,,,,,,,,,,,,,,,,
8935,2.833333333,15236.86111,17,0,5,64,0,0,29,35,64,,,,,,,,,,,,,,,,,,
8936,3,8851.532313,21,0,0,85,9,0,4,38,61,,,,,,,,,,,,,,,,,,
8937,12.16666667,35762.92217,73,2,13,46,34,0,2,24,75,,,,,,,,,,,,,,,,,,
8938,44.71428571,20525.2666,313,0,35,41,22,0,0,42,57,0,0,0,0,0,9,0,0,0,0,57,0,0,0,0,33,3.5,20587.4375
8939,7.285714286,13660.63774,51,0,5,52,27,0,13,41,58,,,,,,,,,,,,,,,,,,
894,3.090909091,4734.383333,34,5,20,14,29,8,20,47,52,8,8,6,10,2,1,5,10,2,0,10,1,3,10,8,8,6.5,5523.026371
8940,7,14445.45064,42,0,26,23,45,2,2,50,50,,,,,,,,,,,,,,,,,,
8941,2.4,11192.35,12,0,8,66,16,8,0,50,50,,,,,,,,,,,,,,,,,,
8943,3,10881,3,0,33,0,66,0,0,33,66,,,,,,,,,,,,,,,,,,
8944,4.714285714,17709.93776,33,0,3,30,48,0,18,33,66,,,,,,,,,,,,,,,,,,
8945,5.428571429,11598.75152,38,0,0,57,39,2,0,44,55,,,,,,,,,,,,,,,,,,
8946,8.833333333,12646.97597,53,1,13,11,69,3,0,30,69,,,,,,,,,,,,,,,,,,
8947,9,15974.77457,54,0,9,37,51,1,0,55,44,,,,,,,,,,,,,,,,,,
8948,24,17185.90823,168,1,8,45,42,1,0,40,59,,,,,,,,,,,,,,,,,,
8949,4,11395.0381,28,0,14,0,60,3,21,42,57,,,,,,,,,,,,,,,,,,
895,3.181818182,5576.977273,35,11,17,28,20,5,17,62,37,11,3,13,3,5,7,11,2,5,0,11,1,1,5,3,12,6.583333333,4834.829398
8950,1,3003,1,0,100,0,0,0,0,100,0,,,,,,,,,,,,,,,,,,
8951,13.14285714,12226.19931,92,0,2,48,38,10,0,45,54,,,,,,,,,,,,,,,,,,
8952,5,20029.44881,30,6,23,0,63,0,6,23,76,,,,,,,,,,,,,,,,,,
8953,4.833333333,14618.7947,29,3,20,13,48,13,0,34,65,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,37,3.2,16432.74667
8954,8.285714286,17830.91395,58,0,17,10,58,13,0,44,55,,,,,,,,,,,,,,,,,,
8956,7.142857143,12511.77211,50,0,0,52,36,0,12,38,62,,,,,,,,,,,,,,,,,,
8957,13.28571429,15922.40004,93,0,1,49,41,1,6,34,65,,,,,,,,,,,,,,,,,,
8958,8.428571429,11625.82854,59,0,1,54,27,5,11,38,61,,,,,,,,,,,,,,,,,,
8959,15.85714286,20951.18592,111,5,1,60,25,3,3,50,49,,,,,,,,,,,,,,,,,,
896,4,4462.742361,48,10,6,14,27,12,29,41,58,9,0,4,4,8,0,8,5,3,0,7,1,3,15,5,16,8.5,5190.939021
8960,3.5,21721.25,7,0,0,0,42,14,42,57,42,,,,,,,,,,,,,,,,,,
8961,21.57142857,17262.4964,151,4,3,74,12,4,0,48,51,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,66,1.5,20710
8962,7.714285714,11868.52872,54,9,0,20,51,0,18,35,64,0,5,0,0,0,5,0,0,0,0,0,0,0,58,0,29,2.428571429,10828.4381
8963,11.14285714,12848.64432,78,2,8,56,29,2,0,34,65,11,0,0,0,0,0,11,0,11,0,11,0,0,0,0,55,2.25,12629.875
8964,5.285714286,12345.49048,37,0,16,37,37,5,2,35,64,,,,,,,,,,,,,,,,,,
8965,3.333333333,10312.44444,10,0,40,40,20,0,0,50,50,,,,,,,,,,,,,,,,,,
8966,2,12540.11111,6,0,16,50,33,0,0,66,33,0,12,0,0,0,0,0,0,0,0,43,0,0,0,0,43,2.666666667,17454.94444
8967,13.28571429,20916.58819,93,3,13,53,29,0,0,41,58,,,,,,,,,,,,,,,,,,
8968,25,31333.89322,175,0,1,63,33,1,0,38,61,0,0,26,4,4,0,4,8,0,0,8,0,0,13,0,30,5.75,14207.33333
8969,2.333333333,15193.66667,14,0,7,0,50,0,42,50,50,,,,,,,,,,,,,,,,,,
897,2.666666667,4353.076389,32,3,6,9,37,18,25,59,40,4,13,8,11,2,6,6,8,2,1,4,1,4,12,5,6,7.5,5425.988772
8970,7.666666667,15645.92071,46,0,2,54,28,15,0,41,58,0,0,0,0,0,0,0,0,0,0,31,0,0,31,0,36,3.166666667,11257.71111
8971,6.571428571,18903.65969,46,0,21,32,41,4,0,34,65,,,,,,,,,,,,,,,,,,
8972,5.5,10246.76111,33,0,45,0,54,0,0,45,54,,,,,,,,,,,,,,,,,,
8973,9.428571429,15466.14506,66,1,13,6,77,1,0,27,72,0,0,0,35,0,0,0,28,0,0,3,0,0,21,0,10,5.6,15615.77556
8974,2.666666667,16436.43056,16,0,56,0,43,0,0,56,43,,,,,,,,,,,,,,,,,,
8975,8.857142857,11312.98452,62,0,0,41,37,4,16,25,74,0,0,21,14,0,0,0,0,0,0,14,0,0,0,0,50,2,9540.114286
8976,3.4,10409.04667,17,23,5,41,23,5,0,41,58,10,0,10,0,0,0,0,0,0,0,0,0,0,20,0,60,2,10501.8
8977,11.5,13831.45367,69,24,0,24,50,0,0,39,60,,,,,,,,,,,,,,,,,,
8978,11,12886.45162,77,2,6,55,15,9,10,31,68,,,,,,,,,,,,,,,,,,
8979,11.66666667,15748.39894,70,0,11,52,20,15,0,42,57,,,,,,,,,,,,,,,,,,
898,4,6193.885417,48,8,20,20,22,6,20,50,50,5,6,9,9,0,6,11,6,1,0,11,1,2,11,5,7,8.75,4921.586111
8980,10.28571429,10636.16697,72,0,1,16,58,6,16,40,59,,,,,,,,,,,,,,,,,,
8981,6.333333333,11885.49583,38,0,28,18,52,0,0,26,73,0,7,28,28,0,0,0,0,0,0,14,0,0,0,0,21,2.333333333,10871.23333
8982,11.42857143,10208.17401,80,0,17,58,16,0,7,42,57,,,,,,,,,,,,,,,,,,
8983,4,16571.10417,24,0,8,8,62,0,20,33,66,,,,,,,,,,,,,,,,,,
8984,4,12268.81769,28,0,28,3,53,14,0,42,57,,,,,,,,,,,,,,,,,,
8985,12,11310.47439,84,0,2,36,44,4,11,40,59,,,,,,,,,,,,,,,,,,
8986,17.85714286,20760.44333,125,1,0,56,31,5,4,41,58,,,,,,,,,,,,,,,,,,
8987,10.28571429,20800.21124,72,2,2,51,41,0,1,38,61,,,,,,,,,,,,,,,,,,
8988,36,49644.31301,252,1,4,66,25,1,0,42,57,,,,,,,,,,,,,,,,,,
8989,3.714285714,14202.92857,26,0,3,0,50,0,46,53,46,,,,,,,,,,,,,,,,,,
899,3.083333333,5578.402778,37,8,27,21,10,5,27,37,62,7,5,14,7,1,1,12,3,3,0,6,1,1,12,5,10,8.583333333,5295.705798
8990,10.16666667,8962.807938,61,0,0,77,18,3,1,40,59,,,,,,,,,,,,,,,,,,
8991,2.166666667,17119.11111,13,0,7,0,46,0,46,53,46,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,75,1.333333333,8326
8992,17.42857143,12715.51339,122,0,9,52,35,2,0,47,52,33,0,0,0,0,0,16,0,0,0,0,0,0,0,8,41,3,18481.55
8993,5.285714286,13806.83084,37,0,32,10,56,0,0,37,62,,,,,,,,,,,,,,,,,,
8994,7.333333333,16277.34167,44,0,20,38,38,0,2,20,79,,,,,,,,,,,,,,,,,,
8995,1.333333333,17488.66667,4,0,25,25,50,0,0,50,50,,,,,,,,,,,,,,,,,,
8996,6,9682.316239,42,0,0,42,33,4,19,42,57,,,,,,,,,,,,,,,,,,
8997,3.666666667,17703.85,22,0,27,27,40,4,0,31,68,,,,,,,,,,,,,,,,,,
8998,20,19936.4393,140,0,10,57,12,18,0,42,57,,,,,,,,,,,,,,,,,,
8999,4.857142857,17251.22313,34,0,5,2,70,0,20,35,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,1975.5
9,2.916666667,5645.294444,35,8,25,14,17,11,22,45,54,8,9,4,7,2,4,13,9,6,0,7,2,2,10,3,7,6.916666667,4632.231019
90,4.666666667,4467.96131,56,14,23,25,10,14,12,50,50,5,9,9,6,5,7,7,5,6,0,7,1,1,14,5,7,6.416666667,4428.693552
900,2.833333333,5390.470833,34,14,11,23,11,5,32,38,61,9,4,4,9,1,0,15,3,3,0,5,0,2,13,7,12,8.5,5873.979693
9000,1.5,17570.75,3,0,33,0,0,66,0,100,0,,,,,,,,,,,,,,,,,,
9001,4.142857143,18376.47619,29,0,3,10,65,0,20,51,48,,,,,,,,,,,,,,,,,,
9002,6.142857143,14235.63175,43,0,0,20,55,23,0,44,55,,,,,,,,,,,,,,,,,,
9003,27.71428571,11988.17964,194,0,1,43,55,0,0,66,33,,,,,,,,,,,,,,,,,,
9004,16.14285714,46548.34408,113,0,4,69,25,0,0,42,57,,,,,,,,,,,,,,,,,,
9005,13.42857143,20227.45398,94,0,9,74,9,3,3,48,51,,,,,,,,,,,,,,,,,,
9007,7.571428571,15882.23145,53,0,1,50,32,3,11,26,73,,,,,,,,,,,,,,,,,,
9008,9.714285714,18063.8826,68,4,0,32,33,20,8,35,64,,,,,,,,,,,,,,,,,,
9009,34.71428571,13364.41419,243,0,7,48,15,28,0,44,55,16,0,0,0,0,0,16,0,0,0,41,0,0,0,0,25,3,9426.7
901,2.75,5703.027778,33,9,30,21,21,6,12,48,51,8,8,7,9,1,4,8,3,3,0,11,0,3,14,3,9,8.833333333,5319.500911
9010,4.857142857,11554.20303,34,0,0,44,32,8,14,29,70,,,,,,,,,,,,,,,,,,
9012,1,8516,1,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.5,16969.25
9014,11.71428571,11458.59116,82,2,4,39,28,25,0,52,47,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,33,3,9817.333333
9015,13,28027.62718,78,0,12,23,56,7,0,44,55,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,72,2.75,10907.77083
9016,6,21127.37043,42,0,4,47,33,0,14,30,69,,,,,,,,,,,,,,,,,,
9017,20.16666667,15497.20403,121,0,0,85,12,0,0,46,53,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,75,1.6,8652.8
9018,7,10341.57143,7,0,28,14,42,14,0,57,42,,,,,,,,,,,,,,,,,,
9019,5,15696.4,5,0,0,20,80,0,0,60,40,0,0,0,0,0,0,0,0,0,0,38,0,0,7,0,53,2.166666667,15818.13889
902,4.454545455,5032.740476,49,16,20,16,16,10,20,38,61,4,5,9,4,2,6,11,8,2,0,10,2,2,12,5,11,7.25,5171.527796
9020,10.71428571,18310.89123,75,0,0,49,34,8,8,37,62,,,,,,,,,,,,,,,,,,
9021,22.28571429,15261.7384,156,1,16,58,16,6,0,44,55,,,,,,,,,,,,,,,,,,
9022,10.14285714,10465.34526,71,0,8,38,50,0,2,18,81,,,,,,,,,,,,,,,,,,
9023,6.714285714,29914.57835,47,0,2,34,48,0,14,19,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.75,13556.5
9024,20.33333333,12819.76699,122,0,6,36,40,11,5,51,48,,,,,,,,,,,,,,,,,,
9025,3,33840.45833,18,0,16,0,61,22,0,44,55,,,,,,,,,,,,,,,,,,
9026,6,13486.50992,36,0,27,27,38,5,0,44,55,,,,,,,,,,,,,,,,,,
9027,4.166666667,17621.20833,25,0,4,68,0,0,28,48,52,,,,,,,,,,,,,,,,,,
9028,2.833333333,21799.36667,17,0,41,23,35,0,0,41,58,,,,,,,,,,,,,,,,,,
9029,34.5,49003.77528,207,1,3,62,23,7,0,42,57,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1,59892
903,3,4869.416667,36,8,27,22,8,13,19,58,41,8,8,0,11,3,3,13,6,3,0,9,0,1,11,4,14,5.083333333,4039.747421
9030,22.57142857,46001.96598,158,3,3,58,31,3,0,37,62,,,,,,,,,,,,,,,,,,
9031,6,10803.60998,42,0,16,19,59,4,0,40,59,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,71,1.4,11269.9
9032,14.66666667,12119.85005,88,2,0,43,39,5,9,45,54,,,,,,,,,,,,,,,,,,
9033,15,12129.74495,90,2,2,48,30,0,16,38,61,,,,,,,,,,,,,,,,,,
9034,21,21398.24536,147,0,5,74,17,0,2,40,59,,,,,,,,,,,,,,,,,,
9035,15.14285714,18815.98183,106,0,7,55,29,7,0,43,56,0,5,0,11,0,2,8,0,0,0,0,0,0,47,0,23,4.857142857,9681.563853
9036,8,13500.89722,48,8,10,33,29,4,14,41,58,,,,,,,,,,,,,,,,,,
9037,1,9941,1,0,100,0,0,0,0,100,0,,,,,,,,,,,,,,,,,,
9038,5.2,14191.10762,26,0,0,30,53,15,0,23,76,0,0,0,0,0,10,0,0,0,0,40,0,0,20,0,30,1.666666667,13552.05556
9039,5.857142857,18545.65873,41,0,2,51,31,4,9,41,58,,,,,,,,,,,,,,,,,,
904,2.833333333,4147.533333,34,5,29,23,17,5,17,47,52,8,8,5,9,3,4,12,4,5,0,10,0,2,4,5,14,7.25,4830.966288
9040,24.57142857,52704.56673,172,0,2,69,23,4,0,52,47,,,,,,,,,,,,,,,,,,
9042,15.28571429,13071.77111,107,0,1,37,51,7,0,36,63,,,,,,,,,,,,,,,,,,
9043,26.57142857,49978.86781,186,0,9,63,21,4,0,42,57,3,0,29,0,0,0,0,0,0,0,0,0,0,35,0,32,4.428571429,13164.19127
9045,5,7552.018519,30,0,3,30,46,20,0,46,53,0,0,0,10,0,0,0,0,0,0,50,0,0,0,0,40,2,8576.6
9046,32.14285714,34370.3091,225,0,4,47,47,0,0,37,62,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,13,7.5,13682.05
9047,2,22052.66667,12,0,0,0,50,0,50,50,50,,,,,,,,,,,,,,,,,,
9048,7.428571429,14627.66876,52,7,0,26,46,7,11,34,65,,,,,,,,,,,,,,,,,,
9049,5.285714286,19077.33163,37,0,18,37,32,10,0,43,56,,,,,,,,,,,,,,,,,,
905,4.25,4777.079167,51,13,25,23,11,9,15,50,49,3,8,5,4,3,5,10,7,5,0,14,0,1,9,8,10,9.333333333,5497.867683
9050,6.666666667,15649.92628,40,0,0,52,32,0,15,25,75,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,33,1.5,7718.125
