ip_id,brth_yr,act_strt_dt,no_of_dpnd_chl,cis_income,crn_bal,gnd_cd,mar_st_cd,ctf_tp_cd,ocp_cd,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cc_avg_freq_month,cc_avg_amt_month,sa_avg_freq_month,sa_avg_amt_month,total_use,EDC,Branch,KPlus,ATM,CDM,CorporateConnect,CR,DR,label
8244,1987.0,2006-10-22,0.0,53360.0,500.0,2.0,2.0,4.0,3,,,,,,,,,,,,,,,,,,,1.0,4672.5,2.0,0.0,0.0,50.0,0.0,0.0,50.0,100.0,0.0,
8245,1989.0,2013-07-26,0.0,48860.0,500.0,1.0,4.0,4.0,12,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,62.0,2.0,16675.5,6.428571428571429,14124.9838383838,45.0,15.0,6.0,37.0,26.0,0.0,13.0,37.0,62.0,
8246,1964.0,1998-04-24,1.0,76066.0,8453.0,2.0,3.0,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8247,1976.0,2006-05-20,1.0,24486.0,14730.0,1.0,1.0,4.0,12,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1.5,22078.25,,,,,,,,,,,,
8248,1985.0,2011-04-13,0.0,23066.0,1469.0,1.0,1.0,4.0,3,0.0,0.0,4.0,17.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,34.0,0.0,30.0,3.28571428571429,10165.157142857099,3.71428571428571,24623.590476190497,26.0,0.0,0.0,0.0,76.0,0.0,23.0,23.0,76.0,
8249,1980.0,2017-02-25,0.0,41633.0,500.0,1.0,1.0,4.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,1.33333333333333,11668.0,18.1666666666667,14617.1325668338,109.0,0.0,0.0,60.0,15.0,3.0,18.0,44.0,55.0,
8250,1980.0,2000-03-31,1.0,12743.0,500.0,2.0,3.0,4.0,3,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,70.0,2.0,8519.76666666667,5.857142857142861,13210.4353174603,41.0,0.0,9.0,17.0,58.0,0.0,14.0,29.0,70.0,
8251,1972.0,2012-11-14,0.0,13286.0,9064.0,1.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,3.5,14908.777777777801,21.0,0.0,38.0,0.0,57.0,0.0,4.0,28.0,71.0,
8252,1984.0,2011-01-24,0.0,36043.0,19631.0,2.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,27.285714285714302,23133.9392457104,191.0,0.0,12.0,50.0,17.0,19.0,0.0,46.0,53.0,
8253,1994.0,2015-12-12,0.0,18246.0,21276.0,2.0,2.0,4.0,3,,,,,,,,,,,,,,,,,,,7.142857142857139,16713.4350907029,50.0,0.0,0.0,16.0,70.0,2.0,12.0,34.0,66.0,
8254,1982.0,2004-12-01,0.0,30636.0,5114.0,2.0,2.0,3.0,3,,,,,,,,,,,,,,,,,,,6.142857142857139,12558.0176870748,43.0,0.0,2.0,18.0,53.0,0.0,25.0,30.0,69.0,
8255,1984.0,2007-12-10,0.0,32276.0,19992.0,1.0,2.0,4.0,3,,,,,,,,,,,,,,,,,,,26.5,14580.0954125433,159.0,0.0,0.0,67.0,27.0,0.0,3.0,47.0,52.0,
8256,1977.0,2006-08-17,2.0,31304.0,1185.0,1.0,3.0,4.0,3,,,,,,,,,,,,,,,,,,,7.28571428571429,13352.166527123702,51.0,11.0,1.0,37.0,39.0,9.0,0.0,29.0,70.0,
8257,1980.0,2011-09-01,0.0,55982.0,500.0,1.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,6.66666666666667,30762.435515873,40.0,0.0,15.0,70.0,10.0,2.0,2.0,42.0,57.0,
8258,1982.0,2011-05-16,0.0,34043.0,19033.0,1.0,1.0,5.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8259,1978.0,1997-05-20,0.0,37268.0,4019.0,1.0,2.0,2.0,3,,,,,,,,,,,,,,,,,,,6.571428571428571,32560.678741496602,46.0,0.0,15.0,67.0,13.0,2.0,2.0,34.0,65.0,
8260,1980.0,2004-09-29,1.0,71770.0,47115.0,2.0,1.0,4.0,3,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,57.0,2.3333333333333304,26957.0833333333,57.571428571428605,64253.6190391829,403.0,0.0,2.0,68.0,13.0,14.0,0.0,61.0,38.0,
8261,1975.0,2002-10-18,0.0,29116.0,23853.0,2.0,1.0,1.0,3,,,,,,,,,,,,,,,,,,,3.1666666666666696,13900.027777777801,19.0,0.0,0.0,0.0,52.0,0.0,47.0,47.0,52.0,
8262,1988.0,2008-10-23,0.0,23192.0,20486.0,2.0,3.0,4.0,3,,,,,,,,,,,,,,,,,,,2.71428571428571,12246.428571428602,19.0,0.0,0.0,78.0,15.0,5.0,0.0,47.0,52.0,
8263,1991.0,2005-05-10,1.0,23823.0,500.0,2.0,1.0,4.0,3,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,33.0,2.0,8006.055555555559,8.85714285714286,14270.838492063502,62.0,3.0,9.0,41.0,40.0,4.0,0.0,35.0,64.0,
8264,1990.0,2018-01-11,0.0,21390.0,40378.0,2.0,1.0,4.0,3,0.0,0.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.5,6935.625,4.28571428571429,14233.819047619,30.0,0.0,26.0,26.0,46.0,0.0,0.0,40.0,60.0,
8265,1984.0,2006-12-02,0.0,36662.0,500.0,2.0,4.0,4.0,3,,,,,,,,,,,,,,,,,,,8.85714285714286,11913.5461887319,62.0,0.0,1.0,48.0,35.0,3.0,11.0,45.0,54.0,
8266,1974.0,2004-03-12,0.0,19045.0,13384.0,2.0,2.0,4.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.1666666666666696,9448.805555555558,12.5714285714286,15317.4842105263,88.0,0.0,10.0,6.0,56.0,4.0,21.0,37.0,62.0,
8267,1977.0,2007-03-18,0.0,29064.0,170.0,2.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,5.857142857142861,9796.028138528141,41.0,2.0,9.0,51.0,34.0,0.0,2.0,34.0,65.0,
8268,1982.0,2012-03-13,0.0,44928.0,64336.0,1.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,15.4285714285714,22380.4152225483,108.0,6.0,12.0,43.0,36.0,0.0,0.0,19.0,80.0,
8269,1963.0,2001-12-01,1.0,23411.0,23668.0,1.0,2.0,1.0,3,,,,,,,,,,,,,,,,,,,3.0,15565.1333333333,18.0,0.0,0.0,0.0,50.0,0.0,50.0,50.0,50.0,
8270,1969.0,2011-03-16,3.0,48774.0,56130.0,2.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,17.571428571428598,21347.5629093567,123.0,0.0,51.0,19.0,2.0,26.0,0.0,92.0,7.0,
8271,1982.0,2009-07-27,0.0,28264.0,17396.0,2.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,7.428571428571429,11066.1020923521,52.0,0.0,0.0,13.0,59.0,15.0,11.0,46.0,53.0,
8272,1972.0,2015-12-06,0.0,40258.0,3205.0,1.0,1.0,3.0,3,,,,,,,,,,,,,,,,,,,4.142857142857141,15417.376190476201,29.0,0.0,31.0,0.0,68.0,0.0,0.0,27.0,72.0,
8273,1983.0,2010-10-13,0.0,16354.0,500.0,2.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,1.0,8800.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,
8274,1991.0,2014-12-30,0.0,20539.0,3500.0,2.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,5.5,12077.215277777801,33.0,15.0,36.0,6.0,42.0,0.0,0.0,36.0,63.0,
8275,1982.0,2010-04-13,0.0,69715.0,26058.0,1.0,1.0,5.0,9,,,,,,,,,,,,,,,,,,,32.7142857142857,64000.6642947237,229.0,2.0,13.0,65.0,19.0,0.0,0.0,41.0,58.0,
8276,1992.0,2010-09-21,0.0,31218.0,4925.0,2.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,9.85714285714286,10974.7898918542,69.0,0.0,0.0,55.0,23.0,21.0,0.0,33.0,66.0,
8277,1991.0,2012-06-28,2.0,30397.0,23405.0,2.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,7.0,12074.7654761905,49.0,0.0,10.0,22.0,57.0,10.0,0.0,32.0,67.0,
8278,1983.0,2013-06-04,0.0,17429.0,500.0,1.0,4.0,2.0,3,,,,,,,,,,,,,,,,,,,2.0,22375.0,12.0,0.0,0.0,0.0,50.0,0.0,50.0,50.0,50.0,
8279,1987.0,2002-10-11,0.0,42709.0,20606.0,1.0,1.0,4.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,33.0,1.5,7327.5,9.428571428571429,13597.9681818182,66.0,0.0,15.0,56.0,25.0,3.0,0.0,40.0,59.0,
8280,1965.0,2012-08-24,0.0,1245848.0,3462.0,2.0,2.0,4.0,4,,,,,,,,,,,,,,,,,,,69.0,90229.4134131495,483.0,0.0,3.0,59.0,22.0,14.0,0.0,56.0,43.0,
8281,1993.0,2017-10-06,1.0,46455.0,500.0,2.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,10.0,13217.8891353744,70.0,1.0,8.0,50.0,32.0,2.0,4.0,31.0,68.0,
8282,1986.0,2009-01-14,0.0,15880.0,500.0,1.0,2.0,2.0,3,,,,,,,,,,,,,,,,,,,2.3333333333333304,22030.3333333333,14.0,0.0,7.0,0.0,50.0,0.0,42.0,50.0,50.0,
8283,1978.0,2011-10-31,0.0,55494.0,500.0,1.0,1.0,4.0,4,0.0,0.0,7.0,10.0,0.0,0.0,14.0,0.0,0.0,0.0,7.0,0.0,0.0,17.0,0.0,42.0,4.0,11019.873015873001,3.8333333333333304,11173.472222222199,23.0,0.0,0.0,60.0,8.0,30.0,0.0,43.0,56.0,
8284,1979.0,2011-07-20,0.0,34711.0,5371.0,1.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,2.8333333333333304,28979.633333333302,17.0,0.0,5.0,52.0,0.0,0.0,41.0,47.0,52.0,
8285,1981.0,1996-02-25,0.0,29612.0,11939.0,1.0,2.0,4.0,4,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,25.0,5.0,20.0,10.0,21820.8333333333,34.8571428571429,43101.0757897205,244.0,0.0,4.0,70.0,13.0,9.0,2.0,48.0,51.0,
8286,1989.0,2009-02-28,0.0,29385.0,500.0,2.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,3.3333333333333304,12970.527777777801,20.0,0.0,0.0,10.0,45.0,0.0,45.0,50.0,50.0,
8287,1975.0,2017-11-15,0.0,61255.0,500.0,1.0,2.0,4.0,3,30.0,0.0,0.0,15.0,0.0,7.0,0.0,0.0,15.0,0.0,7.0,0.0,0.0,0.0,0.0,23.0,6.5,20041.369047619,17.8571428571429,15074.6356357928,125.0,0.0,8.0,52.0,29.0,8.0,0.0,43.0,56.0,
8288,1964.0,2018-02-12,2.0,99594.0,18889.0,1.0,2.0,4.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8289,1962.0,2016-03-02,0.0,16951.0,500.0,1.0,1.0,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8290,1988.0,2016-09-27,0.0,67205.0,500.0,2.0,1.0,4.0,3,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,76.0,2.6,21403.7,,,,,,,,,,,,
8291,1991.0,2018-01-11,0.0,44821.0,500.0,1.0,1.0,4.0,6,,,,,,,,,,,,,,,,,,,6.28571428571429,15845.170825603,44.0,2.0,2.0,27.0,45.0,0.0,22.0,38.0,61.0,
8292,1967.0,2008-10-07,0.0,22985.0,23777.0,2.0,2.0,4.0,3,,,,,,,,,,,,,,,,,,,17.2857142857143,21240.622556463102,121.0,0.0,4.0,61.0,14.0,15.0,4.0,30.0,69.0,
8293,1976.0,2001-11-20,2.0,20830.0,9731.0,1.0,2.0,3.0,3,,,,,,,,,,,,,,,,,,,1.8333333333333302,17360.3333333333,11.0,0.0,0.0,0.0,54.0,0.0,45.0,45.0,54.0,
8294,1988.0,2015-03-05,0.0,38433.0,21971.0,1.0,2.0,2.0,3,,,,,,,,,,,,,,,,,,,5.71428571428571,13151.931122449,40.0,0.0,17.0,27.0,55.0,0.0,0.0,25.0,75.0,
8295,1971.0,2016-02-27,2.0,30537.0,2555.0,2.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,1.5,10090.5,3.0,0.0,0.0,0.0,100.0,0.0,0.0,66.0,33.0,
8296,1982.0,2004-03-19,0.0,18731.0,500.0,1.0,1.0,4.0,3,0.0,0.0,0.0,3.0,0.0,0.0,19.0,0.0,0.0,0.0,30.0,0.0,0.0,3.0,0.0,42.0,4.33333333333333,10577.1736111111,3.5714285714285694,17470.414285714298,25.0,0.0,40.0,36.0,20.0,0.0,4.0,24.0,76.0,
8297,1976.0,1995-08-06,0.0,14745.0,1321.0,1.0,1.0,3.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8298,1989.0,2006-08-26,0.0,64559.0,2218.0,2.0,1.0,4.0,3,14.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,2.0,31.0,5.83333333333333,15206.7746212121,16.8571428571429,17833.7046974579,118.0,0.0,4.0,45.0,27.0,16.0,5.0,36.0,63.0,
8299,1972.0,2010-11-12,2.0,32586.0,500.0,2.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,2.5,19538.4583333333,15.0,0.0,6.0,20.0,26.0,0.0,46.0,53.0,46.0,
8300,1983.0,2006-12-12,0.0,65864.0,56595.0,1.0,1.0,4.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,54.0,2.2,16670.65,31.285714285714302,17345.024212233202,219.0,0.0,3.0,75.0,14.0,3.0,3.0,43.0,56.0,
8301,1985.0,2008-12-21,1.0,21382.0,500.0,2.0,1.0,4.0,3,7.0,3.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,7.0,21.0,4.66666666666667,9626.76388888889,11.5,15951.0825396825,69.0,0.0,20.0,60.0,17.0,0.0,1.0,33.0,66.0,
8302,1983.0,2006-12-19,0.0,55607.0,500.0,1.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,6.83333333333333,13960.6132996633,41.0,0.0,2.0,60.0,17.0,2.0,17.0,51.0,48.0,
8303,1978.0,2002-02-23,1.0,23611.0,11529.0,1.0,2.0,2.0,3,,,,,,,,,,,,,,,,,,,7.857142857142861,13140.832653061201,55.0,0.0,10.0,54.0,30.0,3.0,0.0,21.0,78.0,
8304,1967.0,2006-03-07,0.0,89666.0,102475.0,1.0,3.0,5.0,3,11.0,5.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,11.0,0.0,41.0,6.0,12814.9238095238,7.28571428571429,89511.19933518859,51.0,0.0,17.0,0.0,80.0,0.0,1.0,19.0,80.0,
8305,1983.0,1997-01-18,0.0,44337.0,10375.0,2.0,1.0,5.0,3,,,,,,,,,,,,,,,,,,,2.4,11429.8666666667,12.0,0.0,8.0,41.0,50.0,0.0,0.0,25.0,75.0,
8306,1975.0,2018-01-11,0.0,25145.0,500.0,2.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8307,1975.0,2004-10-11,0.0,38440.0,500.0,2.0,1.0,4.0,2,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,63.0,2.75,11267.875,5.571428571428571,12072.2333333333,39.0,0.0,0.0,28.0,53.0,0.0,17.0,25.0,74.0,
8308,1981.0,2015-02-04,0.0,32508.0,9407.0,2.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,7.16666666666667,14506.5697751323,43.0,0.0,11.0,39.0,37.0,9.0,2.0,32.0,67.0,
8309,1993.0,2015-02-08,0.0,36829.0,500.0,2.0,1.0,4.0,3,0.0,0.0,9.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,54.0,2.75,14495.8125,18.0,14320.4075457781,108.0,2.0,12.0,68.0,16.0,0.0,0.0,36.0,63.0,
8310,1972.0,2000-07-23,0.0,29240.0,3404.0,1.0,2.0,1.0,3,0.0,0.0,22.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,27.0,0.0,0.0,5.0,0.0,38.0,3.6,18278.323809523798,21.3333333333333,16320.230362838898,128.0,0.0,0.0,51.0,43.0,3.0,0.0,25.0,74.0,
8311,1990.0,2009-05-23,0.0,23691.0,8378.0,2.0,2.0,4.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,44.0,1.5,19495.305555555602,7.33333333333333,11936.4580128205,44.0,0.0,13.0,36.0,38.0,2.0,9.0,43.0,56.0,
8312,1970.0,2002-12-24,0.0,36074.0,500.0,1.0,4.0,4.0,3,,,,,,,,,,,,,,,,,,,3.5,15456.583333333301,21.0,0.0,52.0,0.0,42.0,0.0,4.0,52.0,47.0,
8313,1979.0,2013-10-09,0.0,25816.0,69201.0,1.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,7.571428571428571,20469.9815295815,53.0,0.0,1.0,24.0,52.0,7.0,13.0,30.0,69.0,
8314,1965.0,2014-06-02,0.0,43616.0,500.0,2.0,4.0,4.0,1,,,,,,,,,,,,,,,,,,,2.0,9846.5,2.0,0.0,50.0,50.0,0.0,0.0,0.0,50.0,50.0,
8315,1978.0,2009-06-03,0.0,69517.0,38088.0,1.0,2.0,2.0,4,,,,,,,,,,,,,,,,,,,12.857142857142902,61045.82981601731,90.0,0.0,10.0,44.0,21.0,23.0,1.0,37.0,62.0,
8316,1987.0,2013-12-16,3.0,21089.0,16408.0,2.0,2.0,3.0,2,,,,,,,,,,,,,,,,,,,3.71428571428571,14675.0547619048,26.0,0.0,0.0,30.0,50.0,0.0,19.0,26.0,73.0,
8317,1995.0,2009-01-16,2.0,0.0,500.0,2.0,1.0,2.0,3,,,,,,,,,,,,,,,,,,,6.28571428571429,11581.0391723356,44.0,0.0,2.0,38.0,43.0,0.0,15.0,29.0,70.0,
8318,1972.0,2002-01-10,0.0,66575.0,18489.0,1.0,1.0,4.0,3,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,66.0,0.0,0.0,3.0,9095.625,9.85714285714286,15898.897023809499,69.0,0.0,13.0,47.0,33.0,2.0,2.0,23.0,76.0,
8319,1988.0,2015-01-07,0.0,31866.0,12046.0,1.0,3.0,4.0,9,,,,,,,,,,,,,,,,,,,5.571428571428571,19665.606462585,39.0,0.0,23.0,7.0,61.0,5.0,2.0,38.0,61.0,
8320,1984.0,2005-08-16,0.0,185976.0,80115.0,1.0,2.0,2.0,4,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,1.16666666666667,22903.0833333333,33.8571428571429,41840.8288230822,237.0,0.0,2.0,77.0,16.0,4.0,0.0,49.0,50.0,
8321,1968.0,1997-01-06,0.0,8316.0,5979.0,2.0,1.0,4.0,9,,,,,,,,,,,,,,,,,,,3.5714285714285694,16280.2642857143,25.0,0.0,20.0,16.0,60.0,0.0,4.0,40.0,60.0,
8322,1979.0,2018-01-11,0.0,55916.0,8670.0,1.0,2.0,4.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8323,1974.0,2011-09-01,1.0,4416.0,500.0,1.0,2.0,1.0,3,,,,,,,,,,,,,,,,,,,8.16666666666667,14343.2228715729,49.0,0.0,14.0,24.0,57.0,4.0,0.0,36.0,63.0,
8324,1985.0,2003-11-16,0.0,30776.0,14523.0,1.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,6.33333333333333,43650.5484848485,38.0,0.0,23.0,5.0,65.0,0.0,5.0,31.0,68.0,
8325,1972.0,2016-01-15,0.0,14393.0,50612.0,1.0,2.0,5.0,1,,,,,,,,,,,,,,,,,,,3.1666666666666696,14069.416666666699,19.0,0.0,15.0,15.0,68.0,0.0,0.0,47.0,52.0,
8326,1964.0,2014-02-08,0.0,48784.0,500.0,2.0,2.0,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8327,1989.0,2010-10-15,0.0,18339.0,5465.0,1.0,1.0,4.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,18.0,3.14285714285714,10258.930952380999,11.857142857142902,20439.839296373702,83.0,3.0,0.0,56.0,38.0,1.0,0.0,39.0,60.0,
8328,1980.0,1998-06-05,0.0,17607.0,500.0,2.0,3.0,2.0,3,,,,,,,,,,,,,,,,,,,5.857142857142861,14346.2967429396,41.0,0.0,17.0,14.0,68.0,0.0,0.0,39.0,60.0,
8329,1987.0,2017-11-29,0.0,71019.0,500.0,2.0,2.0,4.0,3,20.0,14.0,4.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,34.0,7.0,14360.6103750591,17.428571428571402,20901.6131457828,122.0,4.0,10.0,59.0,22.0,4.0,0.0,36.0,63.0,
8330,1988.0,2009-10-18,0.0,81215.0,56031.0,2.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,13.833333333333302,36443.930515454,83.0,4.0,18.0,20.0,53.0,1.0,2.0,38.0,61.0,
8331,1985.0,2006-01-04,0.0,36418.0,500.0,1.0,2.0,4.0,3,40.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,5.0,17854.8,21.4285714285714,15442.9787824221,150.0,0.0,1.0,63.0,21.0,13.0,0.0,42.0,57.0,
8332,1994.0,2015-02-04,0.0,26124.0,22195.0,1.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,4.142857142857141,16490.5488095238,29.0,0.0,0.0,41.0,37.0,0.0,20.0,31.0,68.0,
8333,1979.0,2018-01-11,1.0,19164.0,500.0,1.0,2.0,3.0,3,,,,,,,,,,,,,,,,,,,2.85714285714286,16353.071428571398,20.0,0.0,10.0,5.0,65.0,0.0,20.0,45.0,55.0,
8334,1985.0,2006-07-11,0.0,41667.0,2694.0,2.0,1.0,4.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.33333333333333,7770.0,1.0,23440.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,
8335,1982.0,2014-06-11,0.0,13606.0,3730.0,1.0,1.0,4.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,15045.0,4.85714285714286,11186.7486394558,34.0,20.0,0.0,35.0,23.0,20.0,0.0,26.0,73.0,
8336,1982.0,2009-12-03,0.0,14115.0,500.0,2.0,2.0,2.0,3,,,,,,,,,,,,,,,,,,,6.0,11634.7470238095,36.0,0.0,0.0,41.0,55.0,2.0,0.0,44.0,55.0,
8337,1984.0,2006-11-17,0.0,21242.0,500.0,2.0,2.0,2.0,3,,,,,,,,,,,,,,,,,,,8.83333333333333,13118.619408369399,53.0,0.0,13.0,49.0,32.0,3.0,1.0,33.0,66.0,
8338,1965.0,2007-04-23,4.0,40243.0,6902.0,1.0,2.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,16.0,0.0,33.0,2.0,10586.1111111111,3.8333333333333304,20184.694444444398,23.0,4.0,0.0,52.0,17.0,0.0,26.0,26.0,73.0,
8339,1974.0,2006-03-21,1.0,24528.0,1498.0,2.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,9.14285714285714,14576.886786532801,64.0,3.0,1.0,59.0,20.0,6.0,9.0,43.0,56.0,
8340,1973.0,2017-07-15,0.0,52513.0,4602.0,1.0,2.0,2.0,3,,,,,,,,,,,,,,,,,,,12.4285714285714,12810.473283858999,87.0,5.0,8.0,49.0,32.0,3.0,1.0,37.0,62.0,
8341,1980.0,2016-04-14,0.0,6437.0,2131.0,2.0,1.0,4.0,3,8.0,2.0,2.0,2.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,58.0,4.85714285714286,13696.658008658,20.7142857142857,21978.5176422502,145.0,4.0,6.0,59.0,17.0,5.0,6.0,37.0,62.0,
8342,1983.0,2013-05-28,0.0,6006.0,500.0,2.0,4.0,3.0,3,,,,,,,,,,,,,,,,,,,5.71428571428571,13748.3030612245,40.0,0.0,22.0,0.0,67.0,2.0,7.0,20.0,80.0,
8343,1975.0,2006-11-11,0.0,60266.0,21692.0,1.0,1.0,4.0,9,0.0,0.0,43.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,18.0,0.0,25.0,5.33333333333333,11415.4523809524,5.0,19689.9476190476,35.0,2.0,2.0,2.0,71.0,0.0,20.0,22.0,77.0,
8344,1982.0,2014-06-14,2.0,27159.0,10088.0,1.0,2.0,4.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8345,1993.0,2012-12-01,0.0,27048.0,8865.0,2.0,1.0,4.0,3,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,30.0,1.6666666666666698,11845.75,15.142857142857098,11422.308276643998,106.0,0.0,0.0,62.0,26.0,9.0,0.0,38.0,61.0,
8346,1988.0,2006-09-24,0.0,45572.0,500.0,1.0,2.0,4.0,3,,,,,,,,,,,,,,,,,,,8.142857142857139,19839.0718543361,57.0,0.0,21.0,36.0,36.0,3.0,1.0,36.0,63.0,
8347,1980.0,2004-04-23,1.0,21756.0,10138.0,2.0,1.0,2.0,3,,,,,,,,,,,,,,,,,,,6.83333333333333,11451.6114417989,41.0,0.0,14.0,46.0,36.0,2.0,0.0,17.0,82.0,
8348,1974.0,2009-08-21,1.0,394282.0,24712.0,1.0,2.0,5.0,3,0.0,11.0,5.0,0.0,5.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,0.0,12.0,14.0,33.0,9.0,11104.378968254,6.33333333333333,46524.3873015873,38.0,0.0,7.0,71.0,21.0,0.0,0.0,42.0,57.0,
8349,1988.0,2013-09-11,0.0,27815.0,996.0,1.0,2.0,4.0,3,,,,,,,,,,,,,,,,,,,26.285714285714302,14310.859316495,184.0,0.0,6.0,58.0,33.0,1.0,0.0,50.0,50.0,
8350,1994.0,2013-06-01,2.0,10543.0,54083.0,2.0,4.0,2.0,3,,,,,,,,,,,,,,,,,,,1.33333333333333,18928.944444444398,8.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0,50.0,
8351,1984.0,2007-03-06,0.0,29437.0,7803.0,2.0,1.0,4.0,3,,,,,,,,,,,,,,,,,,,4.0,10628.5373015873,24.0,0.0,25.0,50.0,20.0,4.0,0.0,33.0,66.0,
